,County,Date,Ozone,PM2.5
112,Alameda,2019-05,0.03615032679738562,6.307065217391305
113,Alameda,2019-06,0.03304761904761905,8.157777777777778
114,Alameda,2019-07,0.02738961038961039,7.754594594594594
115,Alameda,2019-08,0.029967741935483867,6.696111111111111
116,Alameda,2019-09,0.030066666666666665,6.292638036809816
117,Alameda,2019-10,0.03411111111111111,8.698342541436464
118,Alameda,2019-11,0.030258503401360548,11.438888888888888
119,Alameda,2019-12,0.02544295302013423,6.429545454545454
120,Alameda,2020-01,0.02567105263157895,7.336021505376344
121,Alameda,2020-02,0.03292307692307692,8.682456140350878
122,Alameda,2020-03,0.03707843137254902,5.126519337016575
123,Alameda,2020-04,0.034570469798657716,5.287222222222223
124,Alameda,2020-05,0.03545806451612903,5.887431693989072
125,Alameda,2020-06,0.029593333333333333,6.790555555555556
126,Alameda,2020-07,0.029225806451612903,7.530898876404494
127,Alameda,2020-08,0.031175324675324675,16.735675675675676
128,Alameda,2020-09,0.03514189189189189,32.162146892655365
129,Alameda,2020-10,0.03481935483870968,14.591256830601091
130,Alameda,2020-11,0.02795945945945946,9.561714285714286
131,Alameda,2020-12,0.02491095890410959,12.095555555555555
132,Alameda,2021-01,0.024705882352941178,9.217837837837838
133,Alameda,2021-02,0.03228260869565217,6.218518518518518
134,Alameda,2021-03,0.03836666666666667,6.307058823529412
135,Alameda,2021-04,0.038871621621621624,9.35388888888889
136,Alameda,2021-05,0.03452980132450331,9.185714285714285
137,Alameda,2021-06,0.028919463087248323,6.3788888888888895
138,Alameda,2021-07,0.027881578947368424,7.423118279569893
139,Alameda,2021-08,0.03314569536423841,11.671978021978022
140,Alameda,2021-09,0.035866666666666665,10.54342857142857
141,Alameda,2021-10,0.036536585365853656,5.78961038961039
142,Alameda,2021-11,0.02518487394957983,10.334666666666667
143,Alameda,2021-12,0.02781818181818182,8.495424836601307
144,Amador,2010-01,0.020225806451612902,
145,Amador,2010-02,0.028321428571428574,
146,Amador,2010-03,0.03661290322580645,
147,Amador,2010-04,0.038933333333333334,
148,Amador,2010-05,0.04058064516129032,
149,Amador,2010-06,0.04386666666666667,
150,Amador,2010-07,0.05324137931034483,
151,Amador,2010-08,0.05812903225806452,
152,Amador,2010-09,0.057999999999999996,
153,Amador,2010-10,0.04432258064516129,
154,Amador,2010-11,0.032,
155,Amador,2010-12,0.02723333333333333,
156,Amador,2011-01,0.02041935483870968,
157,Amador,2011-02,0.03571428571428571,
158,Amador,2011-03,0.03977419354838709,
159,Amador,2011-04,0.042666666666666665,
160,Amador,2011-05,0.04936666666666667,
161,Amador,2011-06,0.0513,
162,Amador,2011-07,0.053322580645161294,
163,Amador,2011-08,0.05638709677419355,
164,Amador,2011-09,0.059666666666666666,
165,Amador,2011-10,0.035548387096774194,
166,Amador,2011-11,0.02517241379310345,
167,Amador,2011-12,0.022166666666666668,
168,Amador,2012-01,0.018741935483870965,
169,Amador,2012-02,0.033379310344827585,
170,Amador,2012-03,0.040129032258064516,
171,Amador,2012-04,0.04446666666666667,
172,Amador,2012-05,0.05554838709677419,
173,Amador,2012-06,0.0524,
174,Amador,2012-07,0.062285714285714285,
175,Amador,2012-08,0.06164516129032258,
176,Amador,2012-09,0.06206666666666667,
177,Amador,2012-10,0.044290322580645164,
178,Amador,2012-11,0.0303,
179,Amador,2012-12,0.026,
180,Amador,2013-01,0.0246,
181,Amador,2013-02,0.03214285714285715,
182,Amador,2013-03,0.03606451612903226,
183,Amador,2013-04,0.0422,
184,Amador,2013-05,0.04941935483870968,
185,Amador,2013-06,0.047066666666666666,
186,Amador,2013-07,0.057483870967741935,
187,Amador,2013-08,0.04903225806451613,
188,Amador,2013-09,0.0472,
189,Amador,2013-10,0.04893548387096774,
190,Amador,2013-11,0.03472413793103448,
191,Amador,2013-12,0.017133333333333334,
192,Amador,2014-01,0.02775,
193,Amador,2014-02,0.03384,
194,Amador,2014-03,0.0416,
195,Amador,2014-04,0.04943333333333333,
196,Amador,2014-05,0.053677419354838704,
197,Amador,2014-06,0.05843333333333334,
198,Amador,2014-07,0.05680645161290322,
199,Amador,2014-08,0.055419354838709675,
200,Amador,2014-09,0.0526,
201,Amador,2014-10,0.04703225806451613,
202,Amador,2014-11,0.029166666666666667,
203,Amador,2014-12,0.0258,
204,Amador,2015-01,0.019774193548387095,
205,Amador,2015-02,0.029500000000000002,
206,Amador,2015-03,0.0407741935483871,
207,Amador,2015-04,0.04956666666666667,
208,Amador,2015-05,0.053096774193548385,
209,Amador,2015-06,0.0598,
210,Amador,2015-07,0.05164516129032258,
211,Amador,2015-08,0.04980645161290323,
212,Amador,2015-09,0.05117241379310345,
213,Amador,2015-10,0.047677419354838706,
214,Amador,2015-11,0.030600000000000002,
215,Amador,2015-12,0.0275,
216,Amador,2016-01,0.03041935483870968,
217,Amador,2016-02,0.03331034482758621,
218,Amador,2016-03,0.037580645161290324,
219,Amador,2016-04,0.044033333333333334,
220,Amador,2016-05,0.04548387096774193,
221,Amador,2016-06,0.05463333333333333,
222,Amador,2016-07,0.05406451612903226,
223,Amador,2016-08,0.0565483870967742,
224,Amador,2016-09,0.0514,
225,Amador,2016-10,0.03774193548387097,
226,Amador,2016-11,0.028633333333333334,
227,Amador,2016-12,0.0219,
228,Amador,2017-01,0.02838709677419355,
229,Amador,2017-02,0.03396428571428571,
230,Amador,2017-03,0.03606451612903226,
231,Amador,2017-04,0.042499999999999996,
232,Amador,2017-05,0.04648387096774194,
233,Amador,2017-06,0.04975862068965518,
234,Amador,2017-07,0.05703225806451613,
235,Amador,2017-08,0.05606451612903226,
236,Amador,2017-09,0.05162068965517241,
237,Amador,2017-10,0.04658064516129032,
238,Amador,2017-11,0.029500000000000002,
239,Amador,2017-12,0.024689655172413793,
240,Amador,2018-01,0.022870967741935484,
241,Amador,2018-02,0.03528571428571429,
242,Amador,2018-03,0.038129032258064514,
243,Amador,2018-04,0.04386666666666667,
244,Amador,2018-05,0.04706451612903226,
245,Amador,2018-06,0.056100000000000004,
246,Amador,2018-07,0.05812903225806452,
247,Amador,2018-08,0.06083870967741936,
248,Amador,2018-09,0.05226666666666667,
249,Amador,2018-10,0.0428,
250,Amador,2018-11,0.03626666666666667,
251,Amador,2018-12,0.023100000000000002,
252,Amador,2019-01,0.0281,
253,Amador,2019-02,0.036642857142857144,
254,Amador,2019-03,0.04036666666666667,
255,Amador,2019-04,0.04164285714285714,
256,Amador,2019-05,0.044806451612903225,
257,Amador,2019-06,0.05221428571428571,
258,Amador,2019-07,0.05290322580645161,
259,Amador,2019-08,0.053366666666666666,
260,Amador,2019-09,0.044333333333333336,
261,Amador,2019-10,0.044576923076923076,
262,Amador,2019-11,0.03816666666666667,
263,Amador,2019-12,0.025933333333333333,
264,Amador,2020-01,0.025481481481481483,
265,Amador,2020-02,0.03686206896551724,
266,Amador,2020-03,0.0372258064516129,
267,Amador,2020-04,0.03916666666666667,
268,Amador,2020-05,0.04261290322580645,
269,Amador,2020-06,0.0449,
270,Amador,2020-07,0.04983870967741935,
271,Amador,2020-08,0.05363333333333333,
272,Amador,2020-09,0.05023333333333334,
273,Amador,2020-10,0.04437931034482758,
274,Amador,2020-11,0.030233333333333334,
275,Amador,2020-12,0.024533333333333334,
276,Amador,2021-01,0.026387096774193552,
277,Amador,2021-02,0.03142857142857143,
278,Amador,2021-03,0.03764516129032258,
279,Amador,2021-04,0.04486666666666667,
280,Amador,2021-05,0.0464516129032258,
281,Amador,2021-06,0.04753333333333333,
282,Amador,2021-07,0.05651612903225806,
283,Amador,2021-08,0.05632258064516129,
284,Amador,2021-09,0.05246666666666667,
285,Amador,2021-10,0.03858064516129032,
286,Amador,2021-11,0.023266666666666665,
287,Amador,2021-12,0.0247,
288,Butte,2010-01,0.025629032258064517,9.207894736842105
289,Butte,2010-02,0.031857142857142855,8.463888888888889
290,Butte,2010-03,0.042967741935483875,5.321621621621622
291,Butte,2010-04,0.04525,5.234210526315789
292,Butte,2010-05,0.046129032258064515,5.004878048780488
293,Butte,2010-06,0.04708333333333334,6.8
294,Butte,2010-07,0.059213114754098364,10.633333333333335
295,Butte,2010-08,0.05527868852459016,8.372093023255815
296,Butte,2010-09,0.05056666666666667,7.11311475409836
297,Butte,2010-10,0.04093548387096774,9.678260869565216
298,Butte,2010-11,0.03241666666666667,12.562857142857142
299,Butte,2010-12,0.02675,11.65774647887324
300,Butte,2011-01,0.02303225806451613,15.8640625
301,Butte,2011-02,0.038017857142857145,8.873846153846154
302,Butte,2011-03,0.04035483870967742,7.006060606060606
303,Butte,2011-04,0.04543103448275863,7.8114285714285705
304,Butte,2011-05,0.047661290322580645,6.713888888888889
305,Butte,2011-06,0.04905,9.444117647058825
306,Butte,2011-07,0.05068852459016394,11.926760563380281
307,Butte,2011-08,0.05888709677419354,12.532876712328767
308,Butte,2011-09,0.0543,13.274999999999999
309,Butte,2011-10,0.03637096774193548,10.779310344827588
310,Butte,2011-11,0.028842105263157898,12.135211267605634
311,Butte,2011-12,0.0291,19.53239436619718
312,Butte,2012-01,0.027524590163934427,13.155405405405405
313,Butte,2012-02,0.035137931034482754,8.022388059701493
314,Butte,2012-03,0.04075409836065574,5.577777777777778
315,Butte,2012-04,0.0436,5.093650793650793
316,Butte,2012-05,0.054396551724137925,7.503896103896103
317,Butte,2012-06,0.04615294117647059,5.370666666666667
318,Butte,2012-07,0.0560125,8.880821917808218
319,Butte,2012-08,0.06059677419354839,23.02051282051282
320,Butte,2012-09,0.05815,9.0848
321,Butte,2012-10,0.04286666666666667,6.991240875912409
322,Butte,2012-11,0.029701754385964913,11.31578947368421
323,Butte,2012-12,0.03,9.784057971014493
324,Butte,2013-01,0.030500000000000003,18.190070921985818
325,Butte,2013-02,0.038071428571428576,10.193617021276596
326,Butte,2013-03,0.04217741935483871,5.961783439490445
327,Butte,2013-04,0.045533333333333335,4.426241134751773
328,Butte,2013-05,0.05120967741935484,8.272340425531915
329,Butte,2013-06,0.047525423728813555,6.045
330,Butte,2013-07,0.0613,11.454545454545455
331,Butte,2013-08,0.051274193548387095,9.945070422535212
332,Butte,2013-09,0.04418644067796611,5.9
333,Butte,2013-10,0.043945454545454544,8.737419354838709
334,Butte,2013-11,0.036449999999999996,13.863636363636363
335,Butte,2013-12,0.03049152542372881,20.507947019867547
336,Butte,2014-01,0.03228333333333334,15.953658536585365
337,Butte,2014-02,0.03283333333333333,8.513043478260869
338,Butte,2014-03,0.04059677419354839,4.3191999999999995
339,Butte,2014-04,0.0484,5.18768115942029
340,Butte,2014-05,0.050409836065573775,4.696153846153846
341,Butte,2014-06,0.05210169491525424,6.4263157894736835
342,Butte,2014-07,0.05755737704918033,8.926143790849673
343,Butte,2014-08,0.05260655737704918,10.133093525179856
344,Butte,2014-09,0.0484,10.13783783783784
345,Butte,2014-10,0.04393333333333334,6.96171875
346,Butte,2014-11,0.03212068965517241,11.347154471544716
347,Butte,2014-12,0.02940677966101695,8.359375
348,Butte,2015-01,0.023885245901639346,19.49145299145299
349,Butte,2015-02,0.03187272727272727,9.619
350,Butte,2015-03,0.04362295081967213,4.973983739837398
351,Butte,2015-04,0.0482,4.538317757009346
352,Butte,2015-05,0.052083333333333336,6.124193548387097
353,Butte,2015-06,0.0572,6.9937499999999995
354,Butte,2015-07,0.05009677419354838,6.762295081967213
355,Butte,2015-08,0.04974193548387097,9.85785123966942
356,Butte,2015-09,0.04816666666666667,8.270833333333334
357,Butte,2015-10,0.0460655737704918,7.295901639344263
358,Butte,2015-11,0.0333,12.3944
359,Butte,2015-12,0.029741379310344828,11.016260162601625
360,Butte,2016-01,0.029887096774193548,8.619819819819819
361,Butte,2016-02,0.03320689655172414,8.075438596491228
362,Butte,2016-03,0.03669354838709677,4.362204724409449
363,Butte,2016-04,0.04386666666666667,4.60241935483871
364,Butte,2016-05,0.04304838709677419,5.1427272727272735
365,Butte,2016-06,0.04974576271186441,6.647008547008547
366,Butte,2016-07,0.05196774193548387,8.445454545454545
367,Butte,2016-08,0.059524590163934424,10.966964285714285
368,Butte,2016-09,0.048745762711864406,11.335
369,Butte,2016-10,0.03835593220338983,7.238582677165354
370,Butte,2016-11,0.03173333333333333,10.735869565217392
371,Butte,2016-12,0.028271186440677967,16.502352941176472
372,Butte,2017-01,0.03424590163934426,10.19
373,Butte,2017-02,0.03717857142857143,7.227358490566038
374,Butte,2017-03,0.04053225806451613,6.542000000000001
375,Butte,2017-04,0.04486666666666667,4.941880341880342
376,Butte,2017-05,0.04832258064516129,6.551181102362205
377,Butte,2017-06,0.04876271186440678,7.23716814159292
378,Butte,2017-07,0.0598103448275862,8.443548387096774
379,Butte,2017-08,0.058868852459016394,13.64322033898305
380,Butte,2017-09,0.05193103448275862,14.065656565656566
381,Butte,2017-10,0.043,10.672727272727274
382,Butte,2017-11,0.03088135593220339,11.653571428571428
383,Butte,2017-12,0.030033333333333335,20.177450980392155
384,Butte,2018-01,0.027883333333333333,11.966393442622952
385,Butte,2018-02,0.03867272727272727,8.794117647058824
386,Butte,2018-03,0.04138709677419355,5.37479674796748
387,Butte,2018-04,0.04480357142857143,6.212605042016806
388,Butte,2018-05,0.04669354838709677,7.41953125
389,Butte,2018-06,0.05355,8.252459016393443
390,Butte,2018-07,0.05558333333333333,14.388188976377952
391,Butte,2018-08,0.05968333333333333,26.353125
392,Butte,2018-09,0.05232758620689655,11.6128
393,Butte,2018-10,0.04460655737704918,8.291269841269841
394,Butte,2018-11,0.031324324324324325,62.16736842105263
395,Butte,2018-12,0.02306666666666667,11.93913043478261
396,Butte,2019-01,0.028552631578947368,10.593388429752066
397,Butte,2019-02,0.03858181818181818,4.619999999999999
398,Butte,2019-03,0.041786885245901635,4.4686440677966095
399,Butte,2019-04,0.04466666666666666,5.384033613445379
400,Butte,2019-05,0.04635483870967742,5.455813953488372
401,Butte,2019-06,0.051254545454545455,6.151376146788991
402,Butte,2019-07,0.05069491525423729,7.982222222222222
403,Butte,2019-08,0.049196078431372546,7.285869565217391
404,Butte,2019-09,0.04116071428571429,5.477777777777778
405,Butte,2019-10,0.04168085106382979,6.433333333333334
406,Butte,2019-11,0.04015,12.349473684210526
407,Butte,2019-12,0.02982758620689655,8.376530612244897
408,Butte,2020-01,0.027934426229508195,9.595918367346938
409,Butte,2020-02,0.039535714285714285,8.982222222222221
410,Butte,2020-03,0.03959677419354839,4.118823529411765
411,Butte,2020-04,0.04130508474576271,4.352222222222222
412,Butte,2020-05,0.044225806451612906,3.821348314606742
413,Butte,2020-06,0.04425,4.822093023255814
414,Butte,2020-07,0.05205084745762712,7.515384615384615
415,Butte,2020-08,0.05645901639344262,30.13181818181818
416,Butte,2020-09,0.05213725490196078,49.72337662337662
417,Butte,2020-10,0.043263157894736844,21.448148148148146
418,Butte,2020-11,0.032483333333333336,11.34
419,Butte,2020-12,0.02879310344827586,11.58695652173913
420,Butte,2021-01,0.028580645161290323,8.461290322580645
421,Butte,2021-02,0.03548214285714286,5.65
422,Butte,2021-03,0.042166666666666665,5.065217391304348
423,Butte,2021-04,0.04733333333333333,6.643157894736842
424,Butte,2021-05,0.04719672131147541,4.933673469387755
425,Butte,2021-06,0.049105263157894735,5.901063829787234
426,Butte,2021-07,0.05640677966101695,15.946808510638299
427,Butte,2021-08,0.05779310344827586,35.55698924731183
428,Butte,2021-09,0.05231481481481482,11.8875
429,Butte,2021-10,0.03869354838709677,5.698936170212766
430,Butte,2021-11,0.02848648648648649,9.612903225806452
431,Butte,2021-12,0.027,8.136956521739132
432,Calaveras,2010-01,0.024612903225806452,5.58
433,Calaveras,2010-02,0.03264285714285715,6.279999999999999
434,Calaveras,2010-03,0.04125806451612903,5.12
435,Calaveras,2010-04,0.043533333333333334,4.9799999999999995
436,Calaveras,2010-05,0.046129032258064515,3.4799999999999995
437,Calaveras,2010-06,0.05076666666666666,6.12
438,Calaveras,2010-07,0.0607741935483871,8.154838709677419
439,Calaveras,2010-08,0.058516129032258064,7.170967741935484
440,Calaveras,2010-09,0.0589,6.886666666666667
441,Calaveras,2010-10,0.045806451612903226,7.967741935483871
442,Calaveras,2010-11,0.03206666666666667,9.333333333333334
443,Calaveras,2010-12,0.027133333333333336,7.47741935483871
444,Calaveras,2011-01,0.020580645161290323,10.964516129032257
445,Calaveras,2011-02,0.0366,10.439285714285715
446,Calaveras,2011-03,0.04025806451612903,7.1033333333333335
447,Calaveras,2011-04,0.04343333333333333,7.66
448,Calaveras,2011-05,0.05032258064516129,6.921428571428572
449,Calaveras,2011-06,0.05382758620689655,6.975
450,Calaveras,2011-07,0.05632258064516129,6.444827586206896
451,Calaveras,2011-08,0.059548387096774194,7.061290322580645
452,Calaveras,2011-09,0.06303333333333333,7.91
453,Calaveras,2011-10,0.041677419354838714,10.05483870967742
454,Calaveras,2011-11,0.03236666666666667,9.566666666666666
455,Calaveras,2011-12,0.031566666666666666,17.983870967741936
456,Calaveras,2012-01,0.029548387096774195,11.16451612903226
457,Calaveras,2012-02,0.03582142857142857,8.506896551724138
458,Calaveras,2012-03,0.04061290322580645,4.976923076923077
459,Calaveras,2012-04,0.044000000000000004,4.666666666666667
460,Calaveras,2012-05,0.05545161290322581,7.170967741935484
461,Calaveras,2012-06,0.05366666666666667,5.239999999999999
462,Calaveras,2012-07,0.062,7.474193548387096
463,Calaveras,2012-08,0.058258064516129034,6.106451612903226
464,Calaveras,2012-09,0.05893333333333333,5.72
465,Calaveras,2012-10,0.043250000000000004,6.258064516129032
466,Calaveras,2012-11,0.028666666666666667,8.156666666666666
467,Calaveras,2012-12,0.02493103448275862,7.763333333333334
468,Calaveras,2013-01,0.025580645161290324,11.535483870967742
469,Calaveras,2013-02,0.033035714285714286,10.492857142857144
470,Calaveras,2013-03,0.0387741935483871,8.209677419354838
471,Calaveras,2013-04,0.04396666666666667,7.216
472,Calaveras,2013-05,0.050741935483870966,6.661290322580645
473,Calaveras,2013-06,0.04833333333333333,5.281481481481482
474,Calaveras,2013-07,0.057774193548387094,10.689285714285715
475,Calaveras,2013-08,0.04806451612903226,9.87142857142857
476,Calaveras,2013-09,0.0453,7.596666666666667
477,Calaveras,2013-10,0.048193548387096774,8.066666666666666
478,Calaveras,2013-11,0.0366,10.023333333333333
479,Calaveras,2013-12,0.02803448275862069,14.033333333333333
480,Calaveras,2014-01,0.031419354838709675,11.66451612903226
481,Calaveras,2014-02,0.03182142857142857,10.303846153846154
482,Calaveras,2014-03,0.03951612903225807,6.912903225806452
483,Calaveras,2014-04,0.04636666666666667,8.251724137931033
484,Calaveras,2014-05,0.05180645161290323,7.029032258064516
485,Calaveras,2014-06,0.054433333333333334,8.206666666666667
486,Calaveras,2014-07,0.053580645161290325,7.183870967741935
487,Calaveras,2014-08,0.053129032258064514,9.290322580645162
488,Calaveras,2014-09,0.05146153846153846,8.179166666666667
489,Calaveras,2014-10,0.04912903225806451,6.061290322580645
490,Calaveras,2014-11,0.0324,6.584
491,Calaveras,2014-12,0.028566666666666667,5.358064516129032
492,Calaveras,2015-01,0.021903225806451616,11.03225806451613
493,Calaveras,2015-02,0.03075,6.428571428571429
494,Calaveras,2015-03,0.04129032258064516,5.074193548387097
495,Calaveras,2015-04,0.049300000000000004,4.753333333333333
496,Calaveras,2015-05,0.04967741935483871,5.283870967741936
497,Calaveras,2015-06,0.06586666666666667,5.326666666666667
498,Calaveras,2015-07,0.057161290322580646,4.84516129032258
499,Calaveras,2015-08,0.054096774193548386,6.945161290322581
500,Calaveras,2015-09,0.052866666666666666,31.2
501,Calaveras,2015-10,0.04990322580645161,6.293548387096774
502,Calaveras,2015-11,0.03196666666666667,8.770000000000001
503,Calaveras,2015-12,0.028166666666666666,8.754838709677419
504,Calaveras,2016-01,0.029741935483870968,7.809677419354839
505,Calaveras,2016-02,0.03331034482758621,9.37241379310345
506,Calaveras,2016-03,0.036548387096774194,7.032258064516129
507,Calaveras,2016-04,0.04283333333333333,5.79
508,Calaveras,2016-05,0.047677419354838706,6.462068965517242
509,Calaveras,2016-06,0.059533333333333334,6.346666666666667
510,Calaveras,2016-07,0.059774193548387096,6.996774193548387
511,Calaveras,2016-08,0.06325806451612903,9.718518518518518
512,Calaveras,2016-09,0.058966666666666674,9.57
513,Calaveras,2016-10,0.04393548387096775,5.374193548387097
514,Calaveras,2016-11,0.03443333333333333,8.157894736842104
515,Calaveras,2016-12,0.027333333333333334,14.617857142857144
516,Calaveras,2017-01,0.03412903225806452,11.985185185185186
517,Calaveras,2017-02,0.03989285714285714,9.942857142857141
518,Calaveras,2017-03,0.04188888888888889,
519,Calaveras,2017-04,0.045500000000000006,
520,Calaveras,2017-05,0.05064516129032258,
521,Calaveras,2017-06,0.05482142857142857,9.666666666666666
522,Calaveras,2017-07,0.06343333333333333,11.079166666666666
523,Calaveras,2017-08,0.06264516129032258,14.616129032258065
524,Calaveras,2017-09,0.057433333333333336,15.623333333333333
525,Calaveras,2017-10,0.05216129032258064,15.196774193548388
526,Calaveras,2017-11,0.0336,12.003333333333334
527,Calaveras,2017-12,0.0299,15.941935483870967
528,Calaveras,2018-01,0.0252,13.59032258064516
529,Calaveras,2018-02,0.03714814814814815,14.1
530,Calaveras,2018-03,0.037740740740740734,9.332258064516129
531,Calaveras,2018-04,0.0447,10.233333333333333
532,Calaveras,2018-05,0.047322580645161295,11.40967741935484
533,Calaveras,2018-06,0.057666666666666665,12.196666666666665
534,Calaveras,2018-07,0.05941935483870968,17.519354838709678
535,Calaveras,2018-08,0.06248387096774194,30.44193548387097
