,County,Date,Count
998,Monterey,2017-03,1
999,Monterey,2017-04,1
1000,Monterey,2017-05,0
1001,Monterey,2017-06,0
1002,Monterey,2017-07,1
1003,Monterey,2017-08,0
1004,Monterey,2017-09,1
1005,Monterey,2017-10,2
1006,Monterey,2017-11,3
1007,Monterey,2017-12,1
1008,Monterey,2018-01,2
1009,Monterey,2018-02,0
1010,Monterey,2018-03,0
1011,Monterey,2018-04,0
1012,Monterey,2018-05,1
1013,Monterey,2018-06,0
1014,Monterey,2018-07,0
1015,Monterey,2018-08,0
1016,Monterey,2018-09,0
1017,Monterey,2018-10,0
1018,Monterey,2018-11,2
1019,Monterey,2018-12,0
1020,Monterey,2019-01,0
1021,Monterey,2019-02,2
1022,Monterey,2019-03,2
1023,Monterey,2019-04,0
1024,Monterey,2019-05,0
1025,Monterey,2019-06,0
1026,Monterey,2019-07,0
1027,Monterey,2019-08,0
1028,Monterey,2019-09,0
1029,Monterey,2019-10,1
1030,Monterey,2019-11,0
1031,Monterey,2019-12,0
1032,Monterey,2020-01,0
1033,Monterey,2020-02,0
1034,Monterey,2020-03,0
1035,Monterey,2020-04,0
1036,Monterey,2020-05,0
1037,Monterey,2020-06,0
1038,Monterey,2020-07,0
1039,Monterey,2020-08,0
1040,Monterey,2020-09,0
1041,Monterey,2020-10,0
1042,Monterey,2020-11,0
1043,Monterey,2020-12,0
1044,Monterey,2021-01,0
1045,Monterey,2021-02,1
1046,Monterey,2021-03,0
1047,Monterey,2021-04,0
1048,Monterey,2021-05,0
1049,Monterey,2021-06,0
1050,Monterey,2021-07,0
1051,Monterey,2021-08,0
1052,Monterey,2021-09,0
1053,Monterey,2021-10,0
1054,Monterey,2021-11,0
1055,Monterey,2021-12,0
1056,Tulare,2011-01,0
1057,Tulare,2011-02,0
1058,Tulare,2011-03,0
1059,Tulare,2011-04,0
1060,Tulare,2011-05,0
1061,Tulare,2011-06,0
1062,Tulare,2011-07,0
1063,Tulare,2011-08,0
1064,Tulare,2011-09,0
1065,Tulare,2011-10,2
1066,Tulare,2011-11,0
1067,Tulare,2011-12,0
1068,Tulare,2012-01,1
1069,Tulare,2012-02,0
1070,Tulare,2012-03,0
1071,Tulare,2012-04,0
1072,Tulare,2012-05,0
1073,Tulare,2012-06,0
1074,Tulare,2012-07,0
1075,Tulare,2012-08,0
1076,Tulare,2012-09,0
1077,Tulare,2012-10,0
1078,Tulare,2012-11,0
1079,Tulare,2012-12,0
1080,Tulare,2013-01,0
1081,Tulare,2013-02,0
1082,Tulare,2013-03,0
1083,Tulare,2013-04,0
1084,Tulare,2013-05,0
1085,Tulare,2013-06,1
1086,Tulare,2013-07,1
1087,Tulare,2013-08,0
1088,Tulare,2013-09,0
1089,Tulare,2013-10,0
1090,Tulare,2013-11,1
1091,Tulare,2013-12,0
1092,Tulare,2014-01,0
1093,Tulare,2014-02,0
1094,Tulare,2014-03,0
1095,Tulare,2014-04,0
1096,Tulare,2014-05,0
1097,Tulare,2014-06,0
1098,Tulare,2014-07,0
1099,Tulare,2014-08,0
1100,Tulare,2014-09,0
1101,Tulare,2014-10,0
1102,Tulare,2014-11,0
1103,Tulare,2014-12,0
1104,Tulare,2015-01,0
1105,Tulare,2015-02,0
1106,Tulare,2015-03,0
1107,Tulare,2015-04,0
1108,Tulare,2015-05,0
1109,Tulare,2015-06,0
1110,Tulare,2015-07,0
1111,Tulare,2015-08,0
1112,Tulare,2015-09,0
1113,Tulare,2015-10,0
1114,Tulare,2015-11,0
1115,Tulare,2015-12,0
1116,Tulare,2016-01,0
1117,Tulare,2016-02,0
1118,Tulare,2016-03,0
1119,Tulare,2016-04,0
1120,Tulare,2016-05,0
1121,Tulare,2016-06,0
1122,Tulare,2016-07,0
1123,Tulare,2016-08,0
1124,Tulare,2016-09,0
1125,Tulare,2016-10,0
1126,Tulare,2016-11,0
1127,Tulare,2016-12,0
1128,Tulare,2017-01,0
1129,Tulare,2017-02,0
1130,Tulare,2017-03,0
1131,Tulare,2017-04,0
1132,Tulare,2017-05,0
1133,Tulare,2017-06,0
1134,Tulare,2017-07,0
1135,Tulare,2017-08,0
1136,Tulare,2017-09,0
1137,Tulare,2017-10,0
1138,Tulare,2017-11,0
1139,Tulare,2017-12,0
1140,Tulare,2018-01,0
1141,Tulare,2018-02,0
1142,Tulare,2018-03,0
1143,Tulare,2018-04,0
1144,Tulare,2018-05,0
1145,Tulare,2018-06,0
1146,Tulare,2018-07,0
1147,Tulare,2018-08,0
1148,Tulare,2018-09,0
1149,Tulare,2018-10,0
1150,Tulare,2018-11,0
1151,Tulare,2018-12,0
1152,Tulare,2019-01,0
1153,Tulare,2019-02,0
1154,Tulare,2019-03,0
1155,Tulare,2019-04,0
1156,Tulare,2019-05,0
1157,Tulare,2019-06,0
1158,Tulare,2019-07,0
1159,Tulare,2019-08,0
1160,Tulare,2019-09,0
1161,Tulare,2019-10,0
1162,Tulare,2019-11,0
1163,Tulare,2019-12,0
1164,Tulare,2020-01,0
1165,Tulare,2020-02,0
1166,Tulare,2020-03,0
1167,Tulare,2020-04,0
1168,Tulare,2020-05,0
1169,Tulare,2020-06,0
1170,Tulare,2020-07,0
1171,Tulare,2020-08,0
1172,Tulare,2020-09,0
1173,Tulare,2020-10,0
1174,Tulare,2020-11,0
1175,Tulare,2020-12,0
1176,Tulare,2021-01,0
1177,Tulare,2021-02,0
1178,Tulare,2021-03,0
1179,Tulare,2021-04,0
1180,Tulare,2021-05,0
1181,Tulare,2021-06,0
1182,Tulare,2021-07,0
1183,Tulare,2021-08,0
1184,Tulare,2021-09,0
1185,Tulare,2021-10,0
1186,Tulare,2021-11,0
1187,Tulare,2021-12,0
1188,San Luis Obispo,2011-01,0
1189,San Luis Obispo,2011-02,0
1190,San Luis Obispo,2011-03,0
1191,San Luis Obispo,2011-04,0
1192,San Luis Obispo,2011-05,0
1193,San Luis Obispo,2011-06,0
1194,San Luis Obispo,2011-07,0
1195,San Luis Obispo,2011-08,0
1196,San Luis Obispo,2011-09,0
1197,San Luis Obispo,2011-10,0
1198,San Luis Obispo,2011-11,0
1199,San Luis Obispo,2011-12,0
1200,San Luis Obispo,2012-01,0
1201,San Luis Obispo,2012-02,0
1202,San Luis Obispo,2012-03,0
1203,San Luis Obispo,2012-04,0
1204,San Luis Obispo,2012-05,0
1205,San Luis Obispo,2012-06,0
1206,San Luis Obispo,2012-07,0
1207,San Luis Obispo,2012-08,0
1208,San Luis Obispo,2012-09,0
1209,San Luis Obispo,2012-10,0
1210,San Luis Obispo,2012-11,0
1211,San Luis Obispo,2012-12,0
1212,San Luis Obispo,2013-01,0
1213,San Luis Obispo,2013-02,0
1214,San Luis Obispo,2013-03,0
1215,San Luis Obispo,2013-04,0
1216,San Luis Obispo,2013-05,0
1217,San Luis Obispo,2013-06,0
1218,San Luis Obispo,2013-07,0
1219,San Luis Obispo,2013-08,0
1220,San Luis Obispo,2013-09,0
1221,San Luis Obispo,2013-10,0
1222,San Luis Obispo,2013-11,0
1223,San Luis Obispo,2013-12,1
1224,San Luis Obispo,2014-01,0
1225,San Luis Obispo,2014-02,0
1226,San Luis Obispo,2014-03,0
1227,San Luis Obispo,2014-04,0
1228,San Luis Obispo,2014-05,0
1229,San Luis Obispo,2014-06,0
1230,San Luis Obispo,2014-07,0
1231,San Luis Obispo,2014-08,2
1232,San Luis Obispo,2014-09,2
1233,San Luis Obispo,2014-10,5
1234,San Luis Obispo,2014-11,4
1235,San Luis Obispo,2014-12,2
1236,San Luis Obispo,2015-01,0
1237,San Luis Obispo,2015-02,0
1238,San Luis Obispo,2015-03,0
1239,San Luis Obispo,2015-04,0
1240,San Luis Obispo,2015-05,0
1241,San Luis Obispo,2015-06,0
1242,San Luis Obispo,2015-07,0
1243,San Luis Obispo,2015-08,0
1244,San Luis Obispo,2015-09,0
1245,San Luis Obispo,2015-10,0
1246,San Luis Obispo,2015-11,0
1247,San Luis Obispo,2015-12,0
1248,San Luis Obispo,2016-01,0
1249,San Luis Obispo,2016-02,0
1250,San Luis Obispo,2016-03,0
1251,San Luis Obispo,2016-04,0
1252,San Luis Obispo,2016-05,0
1253,San Luis Obispo,2016-06,0
1254,San Luis Obispo,2016-07,0
1255,San Luis Obispo,2016-08,0
1256,San Luis Obispo,2016-09,0
1257,San Luis Obispo,2016-10,0
1258,San Luis Obispo,2016-11,0
1259,San Luis Obispo,2016-12,0
1260,San Luis Obispo,2017-01,0
1261,San Luis Obispo,2017-02,0
1262,San Luis Obispo,2017-03,0
1263,San Luis Obispo,2017-04,0
1264,San Luis Obispo,2017-05,0
1265,San Luis Obispo,2017-06,0
1266,San Luis Obispo,2017-07,0
1267,San Luis Obispo,2017-08,0
1268,San Luis Obispo,2017-09,0
1269,San Luis Obispo,2017-10,0
1270,San Luis Obispo,2017-11,0
1271,San Luis Obispo,2017-12,0
1272,San Luis Obispo,2018-01,0
1273,San Luis Obispo,2018-02,0
1274,San Luis Obispo,2018-03,1
1275,San Luis Obispo,2018-04,1
1276,San Luis Obispo,2018-05,0
1277,San Luis Obispo,2018-06,0
1278,San Luis Obispo,2018-07,0
1279,San Luis Obispo,2018-08,0
1280,San Luis Obispo,2018-09,0
1281,San Luis Obispo,2018-10,0
1282,San Luis Obispo,2018-11,0
1283,San Luis Obispo,2018-12,0
1284,San Luis Obispo,2019-01,0
1285,San Luis Obispo,2019-02,0
1286,San Luis Obispo,2019-03,0
1287,San Luis Obispo,2019-04,0
1288,San Luis Obispo,2019-05,0
1289,San Luis Obispo,2019-06,0
1290,San Luis Obispo,2019-07,0
1291,San Luis Obispo,2019-08,0
1292,San Luis Obispo,2019-09,0
1293,San Luis Obispo,2019-10,0
1294,San Luis Obispo,2019-11,0
1295,San Luis Obispo,2019-12,0
1296,San Luis Obispo,2020-01,0
1297,San Luis Obispo,2020-02,0
1298,San Luis Obispo,2020-03,0
1299,San Luis Obispo,2020-04,0
1300,San Luis Obispo,2020-05,0
1301,San Luis Obispo,2020-06,0
1302,San Luis Obispo,2020-07,0
1303,San Luis Obispo,2020-08,0
1304,San Luis Obispo,2020-09,0
1305,San Luis Obispo,2020-10,0
1306,San Luis Obispo,2020-11,0
1307,San Luis Obispo,2020-12,0
1308,San Luis Obispo,2021-01,0
1309,San Luis Obispo,2021-02,0
1310,San Luis Obispo,2021-03,0
1311,San Luis Obispo,2021-04,0
1312,San Luis Obispo,2021-05,0
1313,San Luis Obispo,2021-06,0
1314,San Luis Obispo,2021-07,0
1315,San Luis Obispo,2021-08,0
1316,San Luis Obispo,2021-09,0
1317,San Luis Obispo,2021-10,0
1318,San Luis Obispo,2021-11,0
1319,San Luis Obispo,2021-12,0
1320,Ventura,2011-01,2
1321,Ventura,2011-02,2
1322,Ventura,2011-03,2
1323,Ventura,2011-04,5
1324,Ventura,2011-05,5
1325,Ventura,2011-06,1
1326,Ventura,2011-07,2
1327,Ventura,2011-08,4
1328,Ventura,2011-09,3
1329,Ventura,2011-10,3
1330,Ventura,2011-11,2
1331,Ventura,2011-12,1
1332,Ventura,2012-01,5
1333,Ventura,2012-02,3
1334,Ventura,2012-03,4
1335,Ventura,2012-04,6
1336,Ventura,2012-05,6
1337,Ventura,2012-06,7
1338,Ventura,2012-07,3
1339,Ventura,2012-08,4
1340,Ventura,2012-09,1
1341,Ventura,2012-10,3
1342,Ventura,2012-11,4
1343,Ventura,2012-12,2
1344,Ventura,2013-01,2
1345,Ventura,2013-02,2
1346,Ventura,2013-03,2
1347,Ventura,2013-04,3
1348,Ventura,2013-05,6
1349,Ventura,2013-06,5
1350,Ventura,2013-07,6
1351,Ventura,2013-08,6
1352,Ventura,2013-09,2
1353,Ventura,2013-10,4
1354,Ventura,2013-11,1
1355,Ventura,2013-12,2
1356,Ventura,2014-01,3
1357,Ventura,2014-02,6
1358,Ventura,2014-03,2
1359,Ventura,2014-04,1
1360,Ventura,2014-05,3
1361,Ventura,2014-06,7
1362,Ventura,2014-07,6
1363,Ventura,2014-08,2
1364,Ventura,2014-09,1
1365,Ventura,2014-10,4
1366,Ventura,2014-11,0
1367,Ventura,2014-12,0
1368,Ventura,2015-01,2
1369,Ventura,2015-02,0
1370,Ventura,2015-03,0
1371,Ventura,2015-04,0
1372,Ventura,2015-05,0
1373,Ventura,2015-06,0
1374,Ventura,2015-07,0
1375,Ventura,2015-08,0
1376,Ventura,2015-09,1
1377,Ventura,2015-10,1
1378,Ventura,2015-11,0
1379,Ventura,2015-12,0
1380,Ventura,2016-01,0
1381,Ventura,2016-02,0
1382,Ventura,2016-03,0
1383,Ventura,2016-04,0
1384,Ventura,2016-05,1
1385,Ventura,2016-06,0
1386,Ventura,2016-07,1
1387,Ventura,2016-08,1
1388,Ventura,2016-09,0
1389,Ventura,2016-10,1
1390,Ventura,2016-11,1
1391,Ventura,2016-12,0
1392,Ventura,2017-01,1
1393,Ventura,2017-02,0
1394,Ventura,2017-03,2
1395,Ventura,2017-04,0
1396,Ventura,2017-05,1
1397,Ventura,2017-06,0
1398,Ventura,2017-07,0
1399,Ventura,2017-08,0
1400,Ventura,2017-09,0
1401,Ventura,2017-10,2
1402,Ventura,2017-11,0
1403,Ventura,2017-12,1
1404,Ventura,2018-01,1
1405,Ventura,2018-02,0
1406,Ventura,2018-03,0
1407,Ventura,2018-04,1
1408,Ventura,2018-05,1
1409,Ventura,2018-06,1
1410,Ventura,2018-07,0
1411,Ventura,2018-08,0
1412,Ventura,2018-09,1
1413,Ventura,2018-10,0
1414,Ventura,2018-11,1
1415,Ventura,2018-12,1
1416,Ventura,2019-01,0
1417,Ventura,2019-02,0
1418,Ventura,2019-03,0
1419,Ventura,2019-04,0
1420,Ventura,2019-05,0
1421,Ventura,2019-06,1
1422,Ventura,2019-07,1
1423,Ventura,2019-08,1
1424,Ventura,2019-09,0
1425,Ventura,2019-10,1
1426,Ventura,2019-11,0
1427,Ventura,2019-12,0
1428,Ventura,2020-01,0
1429,Ventura,2020-02,0
1430,Ventura,2020-03,1
1431,Ventura,2020-04,0
1432,Ventura,2020-05,1
1433,Ventura,2020-06,0
1434,Ventura,2020-07,0
1435,Ventura,2020-08,0
1436,Ventura,2020-09,0
1437,Ventura,2020-10,0
1438,Ventura,2020-11,0
1439,Ventura,2020-12,0
1440,Ventura,2021-01,1
1441,Ventura,2021-02,0
1442,Ventura,2021-03,0
1443,Ventura,2021-04,0
1444,Ventura,2021-05,0
1445,Ventura,2021-06,0
1446,Ventura,2021-07,0
1447,Ventura,2021-08,0
1448,Ventura,2021-09,0
1449,Ventura,2021-10,0
1450,Ventura,2021-11,0
1451,Ventura,2021-12,0
1452,Los Angeles Offshore,2011-01,2
1453,Los Angeles Offshore,2011-02,3
1454,Los Angeles Offshore,2011-03,2
1455,Los Angeles Offshore,2011-04,4
1456,Los Angeles Offshore,2011-05,3
1457,Los Angeles Offshore,2011-06,3
1458,Los Angeles Offshore,2011-07,3
1459,Los Angeles Offshore,2011-08,4
1460,Los Angeles Offshore,2011-09,1
1461,Los Angeles Offshore,2011-10,1
1462,Los Angeles Offshore,2011-11,2
1463,Los Angeles Offshore,2011-12,1
1464,Los Angeles Offshore,2012-01,4
1465,Los Angeles Offshore,2012-02,2
1466,Los Angeles Offshore,2012-03,1
1467,Los Angeles Offshore,2012-04,1
1468,Los Angeles Offshore,2012-05,1
1469,Los Angeles Offshore,2012-06,0
1470,Los Angeles Offshore,2012-07,3
1471,Los Angeles Offshore,2012-08,1
1472,Los Angeles Offshore,2012-09,2
1473,Los Angeles Offshore,2012-10,3
1474,Los Angeles Offshore,2012-11,2
1475,Los Angeles Offshore,2012-12,3
1476,Los Angeles Offshore,2013-01,2
1477,Los Angeles Offshore,2013-02,3
1478,Los Angeles Offshore,2013-03,3
1479,Los Angeles Offshore,2013-04,0
1480,Los Angeles Offshore,2013-05,1
1481,Los Angeles Offshore,2013-06,1
1482,Los Angeles Offshore,2013-07,0
1483,Los Angeles Offshore,2013-08,2
1484,Los Angeles Offshore,2013-09,4
1485,Los Angeles Offshore,2013-10,3
1486,Los Angeles Offshore,2013-11,2
1487,Los Angeles Offshore,2013-12,2
1488,Los Angeles Offshore,2014-01,4
1489,Los Angeles Offshore,2014-02,2
1490,Los Angeles Offshore,2014-03,2
1491,Los Angeles Offshore,2014-04,1
1492,Los Angeles Offshore,2014-05,0
1493,Los Angeles Offshore,2014-06,1
1494,Los Angeles Offshore,2014-07,4
1495,Los Angeles Offshore,2014-08,2
1496,Los Angeles Offshore,2014-09,2
1497,Los Angeles Offshore,2014-10,4
1498,Los Angeles Offshore,2014-11,0
1499,Los Angeles Offshore,2014-12,0
1500,Los Angeles Offshore,2015-01,0
1501,Los Angeles Offshore,2015-02,0
1502,Los Angeles Offshore,2015-03,3
1503,Los Angeles Offshore,2015-04,0
1504,Los Angeles Offshore,2015-05,0
1505,Los Angeles Offshore,2015-06,0
1506,Los Angeles Offshore,2015-07,0
1507,Los Angeles Offshore,2015-08,1
1508,Los Angeles Offshore,2015-09,1
1509,Los Angeles Offshore,2015-10,0
1510,Los Angeles Offshore,2015-11,0
1511,Los Angeles Offshore,2015-12,1
1512,Los Angeles Offshore,2016-01,0
1513,Los Angeles Offshore,2016-02,0
1514,Los Angeles Offshore,2016-03,0
1515,Los Angeles Offshore,2016-04,0
1516,Los Angeles Offshore,2016-05,0
1517,Los Angeles Offshore,2016-06,0
1518,Los Angeles Offshore,2016-07,0
1519,Los Angeles Offshore,2016-08,0
1520,Los Angeles Offshore,2016-09,1
1521,Los Angeles Offshore,2016-10,0
1522,Los Angeles Offshore,2016-11,0
1523,Los Angeles Offshore,2016-12,2
1524,Los Angeles Offshore,2017-01,0
1525,Los Angeles Offshore,2017-02,1
1526,Los Angeles Offshore,2017-03,0
1527,Los Angeles Offshore,2017-04,1
1528,Los Angeles Offshore,2017-05,0
1529,Los Angeles Offshore,2017-06,1
1530,Los Angeles Offshore,2017-07,0
1531,Los Angeles Offshore,2017-08,1
1532,Los Angeles Offshore,2017-09,2
1533,Los Angeles Offshore,2017-10,0
1534,Los Angeles Offshore,2017-11,2
1535,Los Angeles Offshore,2017-12,1
1536,Los Angeles Offshore,2018-01,1
1537,Los Angeles Offshore,2018-02,0
1538,Los Angeles Offshore,2018-03,1
1539,Los Angeles Offshore,2018-04,5
1540,Los Angeles Offshore,2018-05,5
1541,Los Angeles Offshore,2018-06,3
1542,Los Angeles Offshore,2018-07,2
1543,Los Angeles Offshore,2018-08,0
1544,Los Angeles Offshore,2018-09,3
1545,Los Angeles Offshore,2018-10,1
1546,Los Angeles Offshore,2018-11,2
1547,Los Angeles Offshore,2018-12,1
1548,Los Angeles Offshore,2019-01,1
1549,Los Angeles Offshore,2019-02,1
1550,Los Angeles Offshore,2019-03,1
1551,Los Angeles Offshore,2019-04,2
1552,Los Angeles Offshore,2019-05,4
1553,Los Angeles Offshore,2019-06,0
1554,Los Angeles Offshore,2019-07,3
1555,Los Angeles Offshore,2019-08,5
1556,Los Angeles Offshore,2019-09,1
1557,Los Angeles Offshore,2019-10,0
1558,Los Angeles Offshore,2019-11,2
1559,Los Angeles Offshore,2019-12,2
1560,Los Angeles Offshore,2020-01,2
1561,Los Angeles Offshore,2020-02,0
1562,Los Angeles Offshore,2020-03,1
1563,Los Angeles Offshore,2020-04,0
1564,Los Angeles Offshore,2020-05,0
1565,Los Angeles Offshore,2020-06,0
1566,Los Angeles Offshore,2020-07,0
1567,Los Angeles Offshore,2020-08,0
1568,Los Angeles Offshore,2020-09,0
1569,Los Angeles Offshore,2020-10,0
1570,Los Angeles Offshore,2020-11,0
1571,Los Angeles Offshore,2020-12,0
1572,Los Angeles Offshore,2021-01,0
1573,Los Angeles Offshore,2021-02,0
1574,Los Angeles Offshore,2021-03,0
1575,Los Angeles Offshore,2021-04,0
1576,Los Angeles Offshore,2021-05,0
1577,Los Angeles Offshore,2021-06,0
1578,Los Angeles Offshore,2021-07,0
1579,Los Angeles Offshore,2021-08,0
1580,Los Angeles Offshore,2021-09,0
1581,Los Angeles Offshore,2021-10,0
1582,Los Angeles Offshore,2021-11,0
1583,Los Angeles Offshore,2021-12,0
1584,Orange Offshore,2011-01,0
1585,Orange Offshore,2011-02,0
1586,Orange Offshore,2011-03,0
1587,Orange Offshore,2011-04,0
1588,Orange Offshore,2011-05,0
1589,Orange Offshore,2011-06,0
1590,Orange Offshore,2011-07,0
1591,Orange Offshore,2011-08,0
1592,Orange Offshore,2011-09,0
1593,Orange Offshore,2011-10,0
1594,Orange Offshore,2011-11,0
1595,Orange Offshore,2011-12,0
1596,Orange Offshore,2012-01,0
1597,Orange Offshore,2012-02,0
1598,Orange Offshore,2012-03,0
1599,Orange Offshore,2012-04,0
1600,Orange Offshore,2012-05,0
1601,Orange Offshore,2012-06,0
1602,Orange Offshore,2012-07,0
1603,Orange Offshore,2012-08,0
1604,Orange Offshore,2012-09,0
1605,Orange Offshore,2012-10,1
1606,Orange Offshore,2012-11,0
1607,Orange Offshore,2012-12,0
1608,Orange Offshore,2013-01,0
1609,Orange Offshore,2013-02,0
1610,Orange Offshore,2013-03,0
1611,Orange Offshore,2013-04,0
1612,Orange Offshore,2013-05,0
1613,Orange Offshore,2013-06,0
1614,Orange Offshore,2013-07,0
1615,Orange Offshore,2013-08,0
1616,Orange Offshore,2013-09,1
1617,Orange Offshore,2013-10,1
1618,Orange Offshore,2013-11,0
1619,Orange Offshore,2013-12,0
1620,Orange Offshore,2014-01,1
1621,Orange Offshore,2014-02,0
1622,Orange Offshore,2014-03,1
1623,Orange Offshore,2014-04,0
1624,Orange Offshore,2014-05,0
1625,Orange Offshore,2014-06,1
1626,Orange Offshore,2014-07,0
1627,Orange Offshore,2014-08,1
1628,Orange Offshore,2014-09,0
1629,Orange Offshore,2014-10,0
1630,Orange Offshore,2014-11,0
1631,Orange Offshore,2014-12,1
1632,Orange Offshore,2015-01,0
1633,Orange Offshore,2015-02,0
1634,Orange Offshore,2015-03,0
1635,Orange Offshore,2015-04,0
1636,Orange Offshore,2015-05,0
1637,Orange Offshore,2015-06,0
1638,Orange Offshore,2015-07,0
1639,Orange Offshore,2015-08,0
1640,Orange Offshore,2015-09,0
1641,Orange Offshore,2015-10,0
1642,Orange Offshore,2015-11,0
1643,Orange Offshore,2015-12,0
1644,Orange Offshore,2016-01,0
1645,Orange Offshore,2016-02,0
1646,Orange Offshore,2016-03,0
1647,Orange Offshore,2016-04,0
1648,Orange Offshore,2016-05,0
1649,Orange Offshore,2016-06,0
1650,Orange Offshore,2016-07,0
1651,Orange Offshore,2016-08,0
1652,Orange Offshore,2016-09,0
1653,Orange Offshore,2016-10,0
1654,Orange Offshore,2016-11,0
1655,Orange Offshore,2016-12,0
1656,Orange Offshore,2017-01,0
1657,Orange Offshore,2017-02,0
1658,Orange Offshore,2017-03,0
1659,Orange Offshore,2017-04,0
1660,Orange Offshore,2017-05,0
1661,Orange Offshore,2017-06,0
1662,Orange Offshore,2017-07,0
1663,Orange Offshore,2017-08,0
1664,Orange Offshore,2017-09,0
1665,Orange Offshore,2017-10,0
1666,Orange Offshore,2017-11,0
1667,Orange Offshore,2017-12,0
1668,Orange Offshore,2018-01,0
1669,Orange Offshore,2018-02,0
1670,Orange Offshore,2018-03,0
1671,Orange Offshore,2018-04,0
1672,Orange Offshore,2018-05,1
1673,Orange Offshore,2018-06,1
1674,Orange Offshore,2018-07,1
1675,Orange Offshore,2018-08,0
1676,Orange Offshore,2018-09,1
1677,Orange Offshore,2018-10,0
1678,Orange Offshore,2018-11,0
1679,Orange Offshore,2018-12,0
1680,Orange Offshore,2019-01,0
1681,Orange Offshore,2019-02,0
1682,Orange Offshore,2019-03,0
1683,Orange Offshore,2019-04,0
1684,Orange Offshore,2019-05,3
1685,Orange Offshore,2019-06,1
1686,Orange Offshore,2019-07,0
1687,Orange Offshore,2019-08,0
1688,Orange Offshore,2019-09,0
1689,Orange Offshore,2019-10,0
1690,Orange Offshore,2019-11,0
1691,Orange Offshore,2019-12,0
1692,Orange Offshore,2020-01,0
1693,Orange Offshore,2020-02,0
1694,Orange Offshore,2020-03,0
1695,Orange Offshore,2020-04,0
1696,Orange Offshore,2020-05,0
1697,Orange Offshore,2020-06,0
1698,Orange Offshore,2020-07,0
1699,Orange Offshore,2020-08,0
1700,Orange Offshore,2020-09,0
1701,Orange Offshore,2020-10,0
1702,Orange Offshore,2020-11,0
1703,Orange Offshore,2020-12,0
1704,Orange Offshore,2021-01,0
1705,Orange Offshore,2021-02,0
1706,Orange Offshore,2021-03,0
1707,Orange Offshore,2021-04,0
1708,Orange Offshore,2021-05,0
1709,Orange Offshore,2021-06,0
1710,Orange Offshore,2021-07,0
1711,Orange Offshore,2021-08,0
1712,Orange Offshore,2021-09,0
1713,Orange Offshore,2021-10,0
1714,Orange Offshore,2021-11,0
1715,Orange Offshore,2021-12,0
1716,Los Angeles,2011-01,7
1717,Los Angeles,2011-02,6
1718,Los Angeles,2011-03,6
1719,Los Angeles,2011-04,6
1720,Los Angeles,2011-05,3
1721,Los Angeles,2011-06,8
1722,Los Angeles,2011-07,6
1723,Los Angeles,2011-08,13
1724,Los Angeles,2011-09,11
1725,Los Angeles,2011-10,14
1726,Los Angeles,2011-11,11
1727,Los Angeles,2011-12,9
1728,Los Angeles,2012-01,7
1729,Los Angeles,2012-02,5
1730,Los Angeles,2012-03,10
1731,Los Angeles,2012-04,13
1732,Los Angeles,2012-05,8
1733,Los Angeles,2012-06,10
1734,Los Angeles,2012-07,7
1735,Los Angeles,2012-08,10
1736,Los Angeles,2012-09,9
1737,Los Angeles,2012-10,10
1738,Los Angeles,2012-11,9
1739,Los Angeles,2012-12,8
1740,Los Angeles,2013-01,15
1741,Los Angeles,2013-02,6
1742,Los Angeles,2013-03,11
1743,Los Angeles,2013-04,12
1744,Los Angeles,2013-05,11
1745,Los Angeles,2013-06,10
1746,Los Angeles,2013-07,16
1747,Los Angeles,2013-08,13
1748,Los Angeles,2013-09,6
1749,Los Angeles,2013-10,8
1750,Los Angeles,2013-11,5
1751,Los Angeles,2013-12,7
1752,Los Angeles,2014-01,5
1753,Los Angeles,2014-02,7
1754,Los Angeles,2014-03,10
1755,Los Angeles,2014-04,16
1756,Los Angeles,2014-05,13
1757,Los Angeles,2014-06,10
1758,Los Angeles,2014-07,13
1759,Los Angeles,2014-08,9
1760,Los Angeles,2014-09,10
1761,Los Angeles,2014-10,5
1762,Los Angeles,2014-11,2
1763,Los Angeles,2014-12,0
1764,Los Angeles,2015-01,0
1765,Los Angeles,2015-02,2
1766,Los Angeles,2015-03,0
1767,Los Angeles,2015-04,0
1768,Los Angeles,2015-05,0
1769,Los Angeles,2015-06,0
1770,Los Angeles,2015-07,0
1771,Los Angeles,2015-08,0
1772,Los Angeles,2015-09,0
1773,Los Angeles,2015-10,0
1774,Los Angeles,2015-11,0
1775,Los Angeles,2015-12,0
1776,Los Angeles,2016-01,0
1777,Los Angeles,2016-02,0
1778,Los Angeles,2016-03,0
1779,Los Angeles,2016-04,0
1780,Los Angeles,2016-05,0
1781,Los Angeles,2016-06,0
1782,Los Angeles,2016-07,0
1783,Los Angeles,2016-08,0
1784,Los Angeles,2016-09,0
1785,Los Angeles,2016-10,0
1786,Los Angeles,2016-11,0
1787,Los Angeles,2016-12,0
1788,Los Angeles,2017-01,0
1789,Los Angeles,2017-02,0
1790,Los Angeles,2017-03,0
1791,Los Angeles,2017-04,0
1792,Los Angeles,2017-05,0
1793,Los Angeles,2017-06,0
1794,Los Angeles,2017-07,0
1795,Los Angeles,2017-08,0
1796,Los Angeles,2017-09,1
1797,Los Angeles,2017-10,0
1798,Los Angeles,2017-11,1
1799,Los Angeles,2017-12,0
1800,Los Angeles,2018-01,0
1801,Los Angeles,2018-02,0
1802,Los Angeles,2018-03,2
1803,Los Angeles,2018-04,3
