,Date,Price,County
0,2010-01,383330,Alameda
1,2010-02,410230,Alameda
2,2010-03,432720,Alameda
3,2010-04,407830,Alameda
4,2010-05,472370,Alameda
5,2010-06,474520,Alameda
6,2010-07,458180,Alameda
7,2010-08,440480,Alameda
8,2010-09,424770,Alameda
9,2010-10,444670,Alameda
10,2010-11,434420,Alameda
11,2010-12,412210,Alameda
12,2011-01,363750,Alameda
13,2011-02,392660,Alameda
14,2011-03,420420,Alameda
15,2011-04,390960,Alameda
16,2011-05,415830,Alameda
17,2011-06,415300,Alameda
18,2011-07,420150,Alameda
19,2011-08,407420,Alameda
20,2011-09,390440,Alameda
21,2011-10,391710,Alameda
22,2011-11,396990,Alameda
23,2011-12,383430,Alameda
24,2012-01,340600,Alameda
25,2012-02,360670,Alameda
26,2012-03,372220,Alameda
27,2012-04,412590,Alameda
28,2012-05,430340,Alameda
29,2012-06,459760,Alameda
30,2012-07,473600,Alameda
31,2012-08,466760,Alameda
32,2012-09,454170,Alameda
33,2012-10,460670,Alameda
34,2012-11,467840,Alameda
35,2012-12,463010,Alameda
36,2013-01,466830,Alameda
37,2013-02,451580,Alameda
38,2013-03,523280,Alameda
39,2013-04,573000,Alameda
40,2013-05,593160,Alameda
41,2013-06,604600,Alameda
42,2013-07,614810,Alameda
43,2013-08,607240,Alameda
44,2013-09,604100,Alameda
45,2013-10,588600,Alameda
46,2013-11,607900,Alameda
47,2013-12,585440,Alameda
48,2014-01,559110,Alameda
49,2014-02,572630,Alameda
50,2014-03,623110,Alameda
51,2014-04,656140,Alameda
52,2014-05,680020,Alameda
53,2014-06,695210,Alameda
54,2014-07,688870,Alameda
55,2014-08,691500,Alameda
56,2014-09,652610,Alameda
57,2014-10,659660,Alameda
58,2014-11,670320,Alameda
59,2014-12,645680,Alameda
60,2015-01,610130,Alameda
61,2015-02,651950,Alameda
62,2015-03,713060,Alameda
63,2015-04,742340,Alameda
64,2015-05,763740,Alameda
65,2015-06,750000,Alameda
66,2015-07,765000,Alameda
67,2015-08,735000,Alameda
68,2015-09,731000,Alameda
69,2015-10,710000,Alameda
70,2015-11,730000,Alameda
71,2015-12,731500,Alameda
72,2016-01,700000,Alameda
73,2016-02,715000,Alameda
74,2016-03,758000,Alameda
75,2016-04,800000,Alameda
76,2016-05,828000,Alameda
77,2016-06,803000,Alameda
78,2016-07,800000,Alameda
79,2016-08,775000,Alameda
80,2016-09,760000,Alameda
81,2016-10,775000,Alameda
82,2016-11,800000,Alameda
83,2016-12,755000,Alameda
84,2017-01,755000,Alameda
85,2017-02,786000,Alameda
86,2017-03,833750,Alameda
87,2017-04,875000,Alameda
88,2017-05,862000,Alameda
89,2017-06,900000,Alameda
90,2017-07,875500,Alameda
91,2017-08,867500,Alameda
92,2017-09,853000,Alameda
93,2017-10,862450,Alameda
94,2017-11,880000,Alameda
95,2017-12,862000,Alameda
96,2018-01,840000,Alameda
97,2018-02,832000,Alameda
98,2018-03,955000,Alameda
99,2018-04,969300,Alameda
100,2018-05,1025000,Alameda
101,2018-06,1015000,Alameda
102,2018-07,970000,Alameda
103,2018-08,960000,Alameda
104,2018-09,900000,Alameda
105,2018-10,900000,Alameda
106,2018-11,900000,Alameda
107,2018-12,850000,Alameda
108,2019-01,826000,Alameda
109,2019-02,860000,Alameda
110,2019-03,911000,Alameda
111,2019-04,940000,Alameda
112,2019-05,959000,Alameda
113,2019-06,960000,Alameda
114,2019-07,950000,Alameda
115,2019-08,905500,Alameda
116,2019-09,910000,Alameda
117,2019-10,925000,Alameda
118,2019-11,910000,Alameda
119,2019-12,881500,Alameda
120,2020-01,875000,Alameda
121,2020-02,945000,Alameda
122,2020-03,970500,Alameda
123,2020-04,1030000,Alameda
124,2020-05,955000,Alameda
125,2020-06,976000,Alameda
126,2020-07,1027500,Alameda
127,2020-08,1028220,Alameda
128,2020-09,1050000,Alameda
129,2020-10,1049000,Alameda
130,2020-11,1049040,Alameda
131,2020-12,1060000,Alameda
132,2021-01,1060000,Alameda
133,2021-02,1100000,Alameda
134,2021-03,1163000,Alameda
135,2021-04,1300000,Alameda
136,2021-05,1312500,Alameda
137,2021-06,1300000,Alameda
138,2021-07,1300000,Alameda
139,2021-08,1300000,Alameda
140,2021-09,1300000,Alameda
141,2021-10,1280000,Alameda
142,2021-11,1300000,Alameda
143,2021-12,1200000,Alameda
144,2010-01,169999.5,Amador
145,2010-02,189999.5,Amador
146,2010-03,185999.7,Amador
147,2010-04,170000,Amador
148,2010-05,208330,Amador
149,2010-06,187999.6,Amador
150,2010-07,200000,Amador
151,2010-08,172500,Amador
152,2010-09,167500,Amador
153,2010-10,186670,Amador
154,2010-11,137500,Amador
155,2010-12,173330,Amador
156,2011-01,160000,Amador
157,2011-02,200000,Amador
158,2011-03,170000,Amador
159,2011-04,130000,Amador
160,2011-05,171250,Amador
161,2011-06,152500,Amador
162,2011-07,170000,Amador
163,2011-08,145000,Amador
164,2011-09,130000,Amador
165,2011-10,147140,Amador
166,2011-11,190000,Amador
167,2011-12,142220,Amador
168,2012-01,135000,Amador
169,2012-02,176670,Amador
170,2012-03,118750,Amador
171,2012-04,183330,Amador
172,2012-05,160000,Amador
173,2012-06,146670,Amador
174,2012-07,200000,Amador
175,2012-08,175000,Amador
176,2012-09,196670,Amador
177,2012-10,192000,Amador
178,2012-11,186670,Amador
179,2012-12,177500,Amador
180,2013-01,184000,Amador
181,2013-02,225000,Amador
182,2013-03,200000,Amador
183,2013-04,193330,Amador
184,2013-05,219440,Amador
185,2013-06,233330,Amador
186,2013-07,196670,Amador
187,2013-08,213890,Amador
188,2013-09,252780,Amador
189,2013-10,198000,Amador
190,2013-11,212500,Amador
191,2013-12,192000,Amador
192,2014-01,180000,Amador
193,2014-02,206250,Amador
194,2014-03,214290,Amador
195,2014-04,190000,Amador
196,2014-05,242860,Amador
197,2014-06,238890,Amador
198,2014-07,247500,Amador
199,2014-08,211110,Amador
200,2014-09,225000,Amador
201,2014-10,265000,Amador
202,2014-11,231250,Amador
203,2014-12,229540,Amador
204,2015-01,210710,Amador
205,2015-02,271430,Amador
206,2015-03,250000,Amador
207,2015-04,227500,Amador
208,2015-05,233330,Amador
209,2015-06,256250,Amador
210,2015-07,287000,Amador
211,2015-08,335000,Amador
212,2015-09,240500,Amador
213,2015-10,267000,Amador
214,2015-11,285000,Amador
215,2015-12,275000,Amador
216,2016-01,215500,Amador
217,2016-02,275000,Amador
218,2016-03,307000,Amador
219,2016-04,235000,Amador
220,2016-05,268500,Amador
221,2016-06,319000,Amador
222,2016-07,275000,Amador
223,2016-08,257500,Amador
224,2016-09,243500,Amador
225,2016-10,276500,Amador
226,2016-11,275000,Amador
227,2016-12,272500,Amador
228,2017-01,295000,Amador
229,2017-02,265000,Amador
230,2017-03,314900,Amador
231,2017-04,327000,Amador
232,2017-05,350000,Amador
233,2017-06,337500,Amador
234,2017-07,320000,Amador
235,2017-08,334500,Amador
236,2017-09,315000,Amador
237,2017-10,309000,Amador
238,2017-11,348950,Amador
239,2017-12,305000,Amador
240,2018-01,330000,Amador
241,2018-02,318500,Amador
242,2018-03,340000,Amador
243,2018-04,335000,Amador
244,2018-05,331500,Amador
245,2018-06,335000,Amador
246,2018-07,327000,Amador
247,2018-08,335000,Amador
248,2018-09,325500,Amador
249,2018-10,325000,Amador
250,2018-11,312500,Amador
251,2018-12,314720,Amador
252,2019-01,324000,Amador
253,2019-02,316000,Amador
254,2019-03,320000,Amador
255,2019-04,336500,Amador
256,2019-05,342750,Amador
257,2019-06,320000,Amador
258,2019-07,312500,Amador
259,2019-08,329000,Amador
260,2019-09,325000,Amador
261,2019-10,322000,Amador
262,2019-11,348500,Amador
263,2019-12,300000,Amador
264,2020-01,335000,Amador
265,2020-02,328000,Amador
266,2020-03,335000,Amador
267,2020-04,350000,Amador
268,2020-05,321000,Amador
269,2020-06,337500,Amador
270,2020-07,355000,Amador
271,2020-08,353500,Amador
272,2020-09,359900,Amador
273,2020-10,366500,Amador
274,2020-11,360000,Amador
275,2020-12,355000,Amador
276,2021-01,386250,Amador
277,2021-02,406280,Amador
278,2021-03,430000,Amador
279,2021-04,415000,Amador
280,2021-05,427500,Amador
281,2021-06,461000,Amador
282,2021-07,416000,Amador
283,2021-08,425000,Amador
284,2021-09,432500,Amador
285,2021-10,430640,Amador
286,2021-11,432500,Amador
287,2021-12,399000,Amador
288,2010-01,250000,Butte
289,2010-02,219230.3846,Butte
290,2010-03,250000,Butte
291,2010-04,238000,Butte
292,2010-05,236760,Butte
293,2010-06,229463.6964,Butte
294,2010-07,235710,Butte
295,2010-08,243420,Butte
296,2010-09,225000,Butte
297,2010-10,244050,Butte
298,2010-11,208930,Butte
299,2010-12,230000,Butte
300,2011-01,180000,Butte
301,2011-02,190000,Butte
302,2011-03,222370,Butte
303,2011-04,217040,Butte
304,2011-05,222620,Butte
305,2011-06,221050,Butte
306,2011-07,196430,Butte
307,2011-08,201320,Butte
308,2011-09,197690,Butte
309,2011-10,186150,Butte
310,2011-11,207950,Butte
311,2011-12,198750,Butte
312,2012-01,194000,Butte
313,2012-02,177860,Butte
314,2012-03,200000,Butte
315,2012-04,197620,Butte
316,2012-05,211290,Butte
317,2012-06,221050,Butte
318,2012-07,215740,Butte
319,2012-08,226090,Butte
320,2012-09,207140,Butte
321,2012-10,210940,Butte
322,2012-11,223860,Butte
323,2012-12,236460,Butte
324,2013-01,208930,Butte
325,2013-02,211760,Butte
326,2013-03,250000,Butte
327,2013-04,234000,Butte
328,2013-05,238300,Butte
329,2013-06,265000,Butte
330,2013-07,239280,Butte
331,2013-08,281820,Butte
332,2013-09,250000,Butte
333,2013-10,248330,Butte
334,2013-11,255950,Butte
335,2013-12,231100,Butte
336,2014-01,227500,Butte
337,2014-02,217650,Butte
338,2014-03,221550,Butte
339,2014-04,231670,Butte
340,2014-05,237880,Butte
341,2014-06,245000,Butte
342,2014-07,276140,Butte
343,2014-08,241450,Butte
344,2014-09,235710,Butte
345,2014-10,233780,Butte
346,2014-11,241910,Butte
347,2014-12,231820,Butte
348,2015-01,231730,Butte
349,2015-02,247320,Butte
350,2015-03,233930,Butte
351,2015-04,253850,Butte
352,2015-05,261110,Butte
353,2015-06,253660,Butte
354,2015-07,265000,Butte
355,2015-08,264250,Butte
356,2015-09,248000,Butte
357,2015-10,262000,Butte
358,2015-11,235000,Butte
359,2015-12,256500,Butte
360,2016-01,260000,Butte
361,2016-02,264960,Butte
362,2016-03,286810,Butte
363,2016-04,272750,Butte
364,2016-05,271000,Butte
365,2016-06,275000,Butte
366,2016-07,288750,Butte
367,2016-08,264120,Butte
368,2016-09,275000,Butte
369,2016-10,293000,Butte
370,2016-11,279000,Butte
371,2016-12,294250,Butte
372,2017-01,264000,Butte
373,2017-02,290000,Butte
374,2017-03,287500,Butte
375,2017-04,302900,Butte
376,2017-05,308000,Butte
377,2017-06,306500,Butte
378,2017-07,299900,Butte
379,2017-08,291000,Butte
380,2017-09,311900,Butte
381,2017-10,307700,Butte
382,2017-11,315000,Butte
383,2017-12,304000,Butte
384,2018-01,314750,Butte
385,2018-02,297000,Butte
386,2018-03,315000,Butte
387,2018-04,316000,Butte
388,2018-05,324100,Butte
389,2018-06,323000,Butte
390,2018-07,315000,Butte
391,2018-08,315000,Butte
392,2018-09,320000,Butte
393,2018-10,318000,Butte
394,2018-11,326940,Butte
395,2018-12,356560,Butte
396,2019-01,376000,Butte
397,2019-02,345450,Butte
398,2019-03,369000,Butte
399,2019-04,360000,Butte
400,2019-05,359000,Butte
401,2019-06,384000,Butte
402,2019-07,374280,Butte
403,2019-08,353150,Butte
404,2019-09,358750,Butte
405,2019-10,358250,Butte
406,2019-11,350000,Butte
407,2019-12,351720,Butte
408,2020-01,355860,Butte
409,2020-02,338750,Butte
410,2020-03,365000,Butte
411,2020-04,377500,Butte
412,2020-05,362000,Butte
413,2020-06,390000,Butte
414,2020-07,395000,Butte
415,2020-08,415000,Butte
416,2020-09,403300,Butte
417,2020-10,401500,Butte
418,2020-11,405000,Butte
419,2020-12,408460,Butte
420,2021-01,420000,Butte
421,2021-02,397000,Butte
422,2021-03,406000,Butte
423,2021-04,438500,Butte
424,2021-05,449000,Butte
425,2021-06,438000,Butte
426,2021-07,454500,Butte
427,2021-08,435000,Butte
428,2021-09,440880,Butte
429,2021-10,460000,Butte
430,2021-11,435000,Butte
431,2021-12,439500,Butte
432,2010-01,165999.7,Calaveras
433,2010-02,193332.6667,Calaveras
434,2010-03,184999.75,Calaveras
435,2010-04,193332.6667,Calaveras
436,2010-05,191999.4,Calaveras
437,2010-06,192499.375,Calaveras
438,2010-07,201666.6333,Calaveras
439,2010-08,203124.9375,Calaveras
440,2010-09,172221.6111,Calaveras
441,2010-10,194999.25,Calaveras
442,2010-11,180000,Calaveras
443,2010-12,181999.9,Calaveras
444,2011-01,163333.1667,Calaveras
445,2011-02,153332.6667,Calaveras
446,2011-03,169999.5,Calaveras
447,2011-04,157142,Calaveras
448,2011-05,147499.625,Calaveras
449,2011-06,198332.4167,Calaveras
450,2011-07,149999.5,Calaveras
451,2011-08,163749.8125,Calaveras
452,2011-09,161428.5,Calaveras
453,2011-10,180000,Calaveras
454,2011-11,148571,Calaveras
455,2011-12,161428.5,Calaveras
456,2012-01,156249.1875,Calaveras
457,2012-02,169999.5,Calaveras
458,2012-03,154285,Calaveras
459,2012-04,133749.3125,Calaveras
460,2012-05,169999.5,Calaveras
461,2012-06,152999.35,Calaveras
462,2012-07,191249.4375,Calaveras
463,2012-08,166666.3333,Calaveras
464,2012-09,154999.25,Calaveras
465,2012-10,171110.5556,Calaveras
466,2012-11,180000,Calaveras
467,2012-12,156249.1875,Calaveras
468,2013-01,180000,Calaveras
469,2013-02,189999.5,Calaveras
470,2013-03,213235.0294,Calaveras
471,2013-04,202941.1176,Calaveras
472,2013-05,209999.8,Calaveras
473,2013-06,189999.5,Calaveras
474,2013-07,223683.7368,Calaveras
475,2013-08,224999.5,Calaveras
476,2013-09,207692.1538,Calaveras
477,2013-10,217856.7857,Calaveras
478,2013-11,202272.6818,Calaveras
479,2013-12,202499.95,Calaveras
480,2014-01,204166.5833,Calaveras
481,2014-02,220454.1364,Calaveras
482,2014-03,238888.1111,Calaveras
483,2014-04,239061.7188,Calaveras
484,2014-05,243332.4667,Calaveras
485,2014-06,253409.0227,Calaveras
486,2014-07,240788.6579,Calaveras
487,2014-08,240000,Calaveras
488,2014-09,233330,Calaveras
489,2014-10,247370,Calaveras
490,2014-11,230550,Calaveras
491,2014-12,243750,Calaveras
492,2015-01,228120,Calaveras
493,2015-02,230000,Calaveras
494,2015-03,258330,Calaveras
495,2015-04,258330,Calaveras
496,2015-05,296870,Calaveras
497,2015-06,256580,Calaveras
498,2015-07,270000,Calaveras
499,2015-08,249000,Calaveras
500,2015-09,262000,Calaveras
501,2015-10,246940,Calaveras
502,2015-11,246250,Calaveras
503,2015-12,270000,Calaveras
504,2016-01,258750,Calaveras
505,2016-02,262500,Calaveras
506,2016-03,270000,Calaveras
507,2016-04,276000,Calaveras
508,2016-05,287500,Calaveras
509,2016-06,315000,Calaveras
510,2016-07,291000,Calaveras
511,2016-08,310000,Calaveras
512,2016-09,285000,Calaveras
513,2016-10,300050,Calaveras
514,2016-11,268500,Calaveras
515,2016-12,288000,Calaveras
516,2017-01,285000,Calaveras
517,2017-02,294500,Calaveras
518,2017-03,292000,Calaveras
519,2017-04,318500,Calaveras
520,2017-05,300000,Calaveras
521,2017-06,310000,Calaveras
522,2017-07,324500,Calaveras
523,2017-08,345000,Calaveras
524,2017-09,340000,Calaveras
525,2017-10,298000,Calaveras
526,2017-11,318000,Calaveras
527,2017-12,285000,Calaveras
528,2018-01,306500,Calaveras
529,2018-02,311500,Calaveras
530,2018-03,325000,Calaveras
531,2018-04,340000,Calaveras
532,2018-05,329000,Calaveras
533,2018-06,313000,Calaveras
534,2018-07,330000,Calaveras
535,2018-08,340000,Calaveras
536,2018-09,328000,Calaveras
537,2018-10,302500,Calaveras
538,2018-11,325000,Calaveras
539,2018-12,310000,Calaveras
540,2019-01,335000,Calaveras
541,2019-02,340000,Calaveras
542,2019-03,308250,Calaveras
543,2019-04,340000,Calaveras
544,2019-05,375000,Calaveras
545,2019-06,330000,Calaveras
546,2019-07,325500,Calaveras
547,2019-08,346360,Calaveras
548,2019-09,330000,Calaveras
549,2019-10,356110,Calaveras
550,2019-11,343500,Calaveras
551,2019-12,339500,Calaveras
552,2020-01,343500,Calaveras
553,2020-02,355000,Calaveras
554,2020-03,352000,Calaveras
555,2020-04,332250,Calaveras
556,2020-05,330000,Calaveras
557,2020-06,363000,Calaveras
558,2020-07,349900,Calaveras
559,2020-08,381000,Calaveras
560,2020-09,392000,Calaveras
561,2020-10,393640,Calaveras
562,2020-11,407120,Calaveras
563,2020-12,397500,Calaveras
564,2021-01,398500,Calaveras
565,2021-02,441500,Calaveras
566,2021-03,435850,Calaveras
567,2021-04,475000,Calaveras
568,2021-05,473800,Calaveras
569,2021-06,488280,Calaveras
570,2021-07,463500,Calaveras
571,2021-08,485000,Calaveras
572,2021-09,468500,Calaveras
573,2021-10,432000,Calaveras
574,2021-11,465320,Calaveras
575,2021-12,489000,Calaveras
576,2010-01,274100,Contra-Costa
577,2010-02,278350,Contra-Costa
578,2010-03,287800,Contra-Costa
579,2010-04,298850,Contra-Costa
580,2010-05,308330,Contra-Costa
581,2010-06,326970,Contra-Costa
582,2010-07,318110,Contra-Costa
583,2010-08,313200,Contra-Costa
584,2010-09,310840,Contra-Costa
585,2010-10,289830,Contra-Costa
586,2010-11,281400,Contra-Costa
587,2010-12,287080,Contra-Costa
588,2011-01,257930,Contra-Costa
589,2011-02,267270,Contra-Costa
590,2011-03,273350,Contra-Costa
591,2011-04,286320,Contra-Costa
592,2011-05,283950,Contra-Costa
593,2011-06,299360,Contra-Costa
594,2011-07,292620,Contra-Costa
595,2011-08,294060,Contra-Costa
596,2011-09,282000,Contra-Costa
597,2011-10,275710,Contra-Costa
598,2011-11,279330,Contra-Costa
599,2011-12,275180,Contra-Costa
600,2012-01,258430,Contra-Costa
601,2012-02,252150,Contra-Costa
602,2012-03,283010,Contra-Costa
603,2012-04,317140,Contra-Costa
604,2012-05,345180,Contra-Costa
605,2012-06,341100,Contra-Costa
606,2012-07,364020,Contra-Costa
607,2012-08,334080,Contra-Costa
608,2012-09,352260,Contra-Costa
609,2012-10,330370,Contra-Costa
610,2012-11,346370,Contra-Costa
611,2012-12,360110,Contra-Costa
612,2013-01,339340,Contra-Costa
613,2013-02,346670,Contra-Costa
614,2013-03,386410,Contra-Costa
615,2013-04,462720,Contra-Costa
616,2013-05,484640,Contra-Costa
617,2013-06,491080,Contra-Costa
618,2013-07,508720,Contra-Costa
619,2013-08,482530,Contra-Costa
620,2013-09,454760,Contra-Costa
621,2013-10,446060,Contra-Costa
622,2013-11,457080,Contra-Costa
623,2013-12,451490,Contra-Costa
624,2014-01,397760,Contra-Costa
625,2014-02,441280,Contra-Costa
626,2014-03,464350,Contra-Costa
627,2014-04,494280,Contra-Costa
628,2014-05,519670,Contra-Costa
629,2014-06,510990,Contra-Costa
630,2014-07,546580,Contra-Costa
631,2014-08,538510,Contra-Costa
632,2014-09,499220,Contra-Costa
633,2014-10,490480,Contra-Costa
634,2014-11,457630,Contra-Costa
635,2014-12,483330,Contra-Costa
636,2015-01,442440,Contra-Costa
637,2015-02,476340,Contra-Costa
638,2015-03,491780,Contra-Costa
639,2015-04,553030,Contra-Costa
640,2015-05,557060,Contra-Costa
641,2015-06,555000,Contra-Costa
642,2015-07,550000,Contra-Costa
643,2015-08,560000,Contra-Costa
644,2015-09,525000,Contra-Costa
645,2015-10,505000,Contra-Costa
646,2015-11,550000,Contra-Costa
647,2015-12,500000,Contra-Costa
648,2016-01,500000,Contra-Costa
649,2016-02,529000,Contra-Costa
650,2016-03,548780,Contra-Costa
651,2016-04,565000,Contra-Costa
652,2016-05,595000,Contra-Costa
653,2016-06,625000,Contra-Costa
654,2016-07,625000,Contra-Costa
655,2016-08,570000,Contra-Costa
656,2016-09,549900,Contra-Costa
657,2016-10,535650,Contra-Costa
658,2016-11,569000,Contra-Costa
659,2016-12,550000,Contra-Costa
660,2017-01,540000,Contra-Costa
661,2017-02,554250,Contra-Costa
662,2017-03,585000,Contra-Costa
663,2017-04,653694,Contra-Costa
664,2017-05,653000,Contra-Costa
665,2017-06,660000,Contra-Costa
666,2017-07,633250,Contra-Costa
667,2017-08,627860,Contra-Costa
668,2017-09,605000,Contra-Costa
669,2017-10,615000,Contra-Costa
670,2017-11,615000,Contra-Costa
671,2017-12,600000,Contra-Costa
672,2018-01,555000,Contra-Costa
673,2018-02,610000,Contra-Costa
674,2018-03,655000,Contra-Costa
675,2018-04,689660,Contra-Costa
676,2018-05,687500,Contra-Costa
677,2018-06,702370,Contra-Costa
678,2018-07,680000,Contra-Costa
679,2018-08,650000,Contra-Costa
680,2018-09,650000,Contra-Costa
681,2018-10,657000,Contra-Costa
682,2018-11,641000,Contra-Costa
683,2018-12,612500,Contra-Costa
684,2019-01,595000,Contra-Costa
685,2019-02,649480,Contra-Costa
686,2019-03,644000,Contra-Costa
687,2019-04,679000,Contra-Costa
688,2019-05,700360,Contra-Costa
689,2019-06,698000,Contra-Costa
690,2019-07,660000,Contra-Costa
691,2019-08,672750,Contra-Costa
692,2019-09,656000,Contra-Costa
693,2019-10,681250,Contra-Costa
694,2019-11,640000,Contra-Costa
695,2019-12,665000,Contra-Costa
696,2020-01,614000,Contra-Costa
697,2020-02,635250,Contra-Costa
698,2020-03,711000,Contra-Costa
699,2020-04,710000,Contra-Costa
700,2020-05,690000,Contra-Costa
701,2020-06,750500,Contra-Costa
702,2020-07,785000,Contra-Costa
703,2020-08,805000,Contra-Costa
704,2020-09,783000,Contra-Costa
705,2020-10,787250,Contra-Costa
706,2020-11,810000,Contra-Costa
707,2020-12,763000,Contra-Costa
708,2021-01,765000,Contra-Costa
709,2021-02,817500,Contra-Costa
710,2021-03,920000,Contra-Costa
711,2021-04,990000,Contra-Costa
712,2021-05,1015000,Contra-Costa
713,2021-06,990000,Contra-Costa
714,2021-07,940000,Contra-Costa
715,2021-08,889500,Contra-Costa
716,2021-09,897000,Contra-Costa
717,2021-10,900500,Contra-Costa
718,2021-11,876000,Contra-Costa
719,2021-12,830000,Contra-Costa
720,2010-01,184999.75,Del Norte
721,2010-02,194999.25,Del Norte
722,2010-03,189999.5,Del Norte
723,2010-04,160000,Del Norte
724,2010-05,149999.5,Del Norte
725,2010-06,140000,Del Norte
726,2010-07,149999.5,Del Norte
727,2010-08,184999.75,Del Norte
728,2010-09,94999.5,Del Norte
729,2010-10,140000,Del Norte
730,2010-11,124999.75,Del Norte
731,2010-12,149999.5,Del Norte
732,2011-01,224999.5,Del Norte
733,2011-02,216666.3333,Del Norte
734,2011-03,140000,Del Norte
735,2011-04,124999.75,Del Norte
736,2011-05,160000,Del Norte
737,2011-06,208333.1667,Del Norte
738,2011-07,173332.6667,Del Norte
739,2011-08,109999.5,Del Norte
740,2011-09,189999.5,Del Norte
741,2011-10,163333.1667,Del Norte
742,2011-11,250000,Del Norte
743,2011-12,154999.25,Del Norte
744,2012-01,140000,Del Norte
745,2012-02,120000,Del Norte
746,2012-03,146666.3333,Del Norte
747,2012-04,134999.25,Del Norte
748,2012-05,153332.6667,Del Norte
749,2012-06,160000,Del Norte
750,2012-07,180000,Del Norte
751,2012-08,180000,Del Norte
752,2012-09,169999.5,Del Norte
753,2012-10,237499.25,Del Norte
754,2012-11,149999.5,Del Norte
755,2012-12,180000,Del Norte
756,2013-01,140000,Del Norte
757,2013-02,160000,Del Norte
758,2013-03,164999.75,Del Norte
759,2013-04,140000,Del Norte
760,2013-05,147499.625,Del Norte
761,2013-06,137499.125,Del Norte
762,2013-07,156665.8333,Del Norte
763,2013-08,109999.5,Del Norte
764,2013-09,124999.75,Del Norte
765,2013-10,180000,Del Norte
766,2013-11,140000,Del Norte
767,2013-12,124999.75,Del Norte
768,2014-01,129999.5,Del Norte
769,2014-02,224999.5,Del Norte
770,2014-03,160000,Del Norte
771,2014-04,160000,Del Norte
772,2014-05,169999.5,Del Norte
773,2014-06,200000,Del Norte
774,2014-07,163333.1667,Del Norte
775,2014-08,157500,Del Norte
776,2014-09,140000,Del Norte
777,2014-10,157500,Del Norte
778,2014-11,132500,Del Norte
779,2014-12,155000,Del Norte
780,2015-01,160000,Del Norte
781,2015-02,200000,Del Norte
782,2015-03,140000,Del Norte
783,2015-04,132220,Del Norte
784,2015-05,170000,Del Norte
785,2015-06,212500,Del Norte
786,2015-07,206000,Del Norte
787,2015-08,190000,Del Norte
788,2015-09,216500,Del Norte
789,2015-10,249000,Del Norte
790,2015-11,265000,Del Norte
791,2015-12,195000,Del Norte
792,2016-01,157000,Del Norte
793,2016-02,175000,Del Norte
794,2016-03,199000,Del Norte
795,2016-04,315000,Del Norte
796,2016-05,189500,Del Norte
797,2016-06,198750,Del Norte
798,2016-07,201280,Del Norte
799,2016-08,174500,Del Norte
800,2016-09,239500,Del Norte
801,2016-10,264500,Del Norte
802,2016-11,225000,Del Norte
803,2016-12,232250,Del Norte
804,2017-01,218500,Del Norte
805,2017-02,265000,Del Norte
806,2017-03,130000,Del Norte
807,2017-04,239000,Del Norte
808,2017-05,220000,Del Norte
809,2017-06,165000,Del Norte
810,2017-07,204900,Del Norte
811,2017-08,214950,Del Norte
812,2017-09,224300,Del Norte
813,2017-10,220000,Del Norte
814,2017-11,214000,Del Norte
815,2017-12,251500,Del Norte
816,2018-01,198500,Del Norte
817,2018-02,216500,Del Norte
818,2018-03,200000,Del Norte
819,2018-04,239000,Del Norte
820,2018-05,214000,Del Norte
821,2018-06,312500,Del Norte
822,2018-07,210000,Del Norte
823,2018-08,249900,Del Norte
824,2018-09,205000,Del Norte
825,2018-10,223000,Del Norte
826,2018-11,250000,Del Norte
827,2018-12,243900,Del Norte
828,2019-01,217000,Del Norte
829,2019-02,245000,Del Norte
830,2019-03,253020,Del Norte
831,2019-04,216500,Del Norte
832,2019-05,256850,Del Norte
833,2019-06,353500,Del Norte
834,2019-07,275000,Del Norte
835,2019-08,264180,Del Norte
836,2019-09,280000,Del Norte
837,2019-10,247500,Del Norte
838,2019-11,252500,Del Norte
839,2019-12,276780,Del Norte
840,2020-01,227000,Del Norte
841,2020-02,297000,Del Norte
842,2020-03,233500,Del Norte
843,2020-04,240000,Del Norte
844,2020-05,338450,Del Norte
845,2020-06,242000,Del Norte
846,2020-07,332000,Del Norte
847,2020-08,283500,Del Norte
848,2020-09,308000,Del Norte
849,2020-10,325000,Del Norte
850,2020-11,308750,Del Norte
851,2020-12,346000,Del Norte
852,2021-01,399000,Del Norte
853,2021-02,359000,Del Norte
854,2021-03,309000,Del Norte
855,2021-04,364170,Del Norte
856,2021-05,415000,Del Norte
857,2021-06,358500,Del Norte
858,2021-07,355000,Del Norte
859,2021-08,357500,Del Norte
860,2021-09,437500,Del Norte
861,2021-10,360100,Del Norte
862,2021-11,384390,Del Norte
863,2021-12,291000,Del Norte
864,2010-01,324999.75,El Dorado
865,2010-02,307575.6818,El Dorado
866,2010-03,311956.4022,El Dorado
867,2010-04,311956.4022,El Dorado
868,2010-05,317999.82,El Dorado
869,2010-06,335226.9205,El Dorado
870,2010-07,325581.1395,El Dorado
871,2010-08,290150.7121,El Dorado
872,2010-09,296211.197,El Dorado
873,2010-10,275861.5517,El Dorado
874,2010-11,289842.9531,El Dorado
875,2010-12,298808.5476,El Dorado
876,2011-01,279544.8636,El Dorado
877,2011-02,248999.02,El Dorado
878,2011-03,278332.7667,El Dorado
879,2011-04,278124.4375,El Dorado
880,2011-05,261999.76,El Dorado
881,2011-06,295453.6364,El Dorado
882,2011-07,265150,El Dorado
