ArchiveYear,County,Extinguished,Started
2015,Tuolumne,2015-09-15T19:15:00Z,2015-09-08T13:23:00Z
2015,Butte,2015-10-02T17:50:00Z,2015-10-02T14:38:00Z
2015,San Bernardino,2015-06-29T09:00:00Z,2015-06-25T18:30:00Z
2015,Monterey,2015-09-21T18:20:00Z,2015-09-19T15:25:00Z
2015,San Luis Obispo,2015-07-15T07:00:00Z,2015-07-10T12:41:00Z
2015,Shasta,2015-07-31T18:30:00Z,2015-07-30T12:57:00Z
2015,Tulare,2015-08-05T17:45:00Z,2015-07-30T12:40:00Z
2015,San Diego,2015-06-26T22:15:00Z,2015-06-26T16:06:00Z
2015,Riverside,2015-06-05T16:32:00Z,2015-06-01T10:16:00Z
2015,Modoc,2015-07-25T22:00:00Z,2015-07-23T17:30:00Z
2015,Shasta,2015-08-04T18:00:00Z,2015-08-02T03:00:00Z
2015,Shasta,2015-07-31T18:40:00Z,2015-07-29T16:30:00Z
2015,El Dorado,2015-07-29T14:15:00Z,2015-07-23T14:00:00Z
2015,Butte,2015-07-01T20:20:00Z,2015-07-01T13:05:00Z
2015,Butte,2015-09-03T19:35:00Z,2015-09-02T13:18:00Z
2015,Siskiyou,2015-08-22T18:00:00Z,2015-08-20T16:00:00Z
2015,Kern,2015-06-15T18:45:00Z,2015-06-15T15:46:00Z
2015,San Bernardino,2015-08-05T09:00:00Z,2015-08-01T13:04:00Z
2015,Fresno,2015-07-22T10:00:00Z,2015-07-18T16:31:00Z
2015,Lassen,2015-06-20T19:35:00Z,2015-06-19T16:15:00Z
2015,Riverside,2015-06-21T07:25:00Z,2015-06-18T14:16:00Z
2015,Mariposa,2015-06-19T20:05:00Z,2015-06-18T12:03:00Z
2015,Amador,2015-06-17T06:45:00Z,2015-06-16T16:42:00Z
2015,Shasta,2015-08-04T08:15:00Z,2015-08-03T14:28:00Z
2015,Siskiyou,2015-10-10T18:45:00Z,2015-10-10T12:00:00Z
2015,San Bernardino,2015-09-11T15:00:00Z,2015-08-23T12:25:00Z
2015,San Diego,2015-08-10T15:05:00Z,2015-08-09T08:22:00Z
2015,Tehama,2015-06-17T18:30:00Z,2015-06-17T12:50:00Z
2015,San Bernardino,2015-07-21T07:20:00Z,2015-07-12T14:46:00Z
2015,Alameda,2015-06-25T18:45:00Z,2015-06-25T16:10:00Z
2015,Santa Barbara,1969-12-31T16:00:00Z,2015-08-01T14:32:00Z
2015,Ventura,2015-11-07T16:45:00Z,2015-11-07T01:45:00Z
2015,Mendocino,2015-08-03T08:55:00Z,2015-07-30T13:36:00Z
2015,Kern,2015-09-15T19:10:00Z,2015-09-09T11:45:00Z
2015,Alameda,2015-07-03T20:00:00Z,2015-07-02T04:40:00Z
2015,Fresno,2015-06-06T20:00:00Z,2015-06-05T17:00:00Z
2015,Modoc,2015-07-13T11:00:00Z,2015-07-09T15:00:00Z
2015,Santa Clara,2015-07-03T17:55:00Z,2015-06-30T15:23:00Z
2015,Lassen,2015-09-10T07:49:00Z,2015-09-09T14:12:00Z
2015,Stanislaus,2015-07-28T15:00:00Z,2015-07-28T12:10:00Z
2015,Solano,2015-07-10T17:00:00Z,2015-07-10T13:36:00Z
2015,Napa,2015-06-17T13:10:00Z,2015-06-16T14:27:00Z
2015,Napa,2015-06-10T09:45:00Z,2015-06-09T15:23:00Z
2015,Trinity,2015-09-10T17:05:00Z,2015-09-08T15:56:00Z
2015,El Dorado,2015-07-05T11:30:00Z,2015-07-03T09:28:00Z
2015,Mendocino,2015-06-29T07:15:00Z,2015-06-28T13:30:00Z
2015,Nevada,2015-09-21T14:36:00Z,2015-09-22T07:00:00Z
2015,Lassen,2015-08-30T08:00:00Z,2015-08-29T16:06:00Z
2015,Yuba,2015-08-05T07:30:00Z,2015-08-03T18:07:00Z
2015,Ventura,2015-11-12T18:00:00Z,2015-11-11T17:40:00Z
2015,Placer,2015-07-22T19:50:00Z,2015-07-22T18:17:00Z
2015,San Diego,2015-07-25T16:05:00Z,2015-07-24T12:43:00Z
2015,San Benito,2015-07-20T15:30:00Z,2015-07-20T13:23:00Z
2015,San Diego,2015-07-17T15:15:00Z,2015-07-16T11:30:00Z
2015,El Dorado,2015-07-05T11:30:00Z,2015-07-02T17:10:00Z
2015,Mariposa,2015-06-09T09:00:00Z,2015-06-07T12:06:00Z
2015,Lake,2015-06-06T06:45:00Z,2015-06-05T19:57:00Z
2015,Riverside,2015-06-05T19:00:00Z,2015-06-05T13:32:00Z
2015,Siskiyou,2015-07-22T17:00:00Z,2015-07-21T17:00:00Z
2015,Mendocino,2015-07-05T09:00:00Z,2015-07-04T15:30:00Z
2015,Lake,2015-08-25T18:30:00Z,2015-08-24T12:12:00Z
2015,Santa Barbara,2015-11-09T12:00:00Z,2015-10-29T05:30:00Z
2015,Riverside,2015-07-12T19:48:00Z,2015-07-12T13:52:00Z
2015,Humboldt,2015-06-11T18:15:00Z,2015-06-10T07:42:00Z
2015,Napa,2015-06-28T18:00:00Z,2015-06-27T12:51:00Z
2015,Shasta,2015-07-08T16:30:00Z,2015-07-07T12:34:00Z
2015,Humboldt,2015-07-31T19:00:00Z,2015-07-28T17:19:00Z
2015,Trinity,2015-08-01T15:25:00Z,2015-07-30T16:00:00Z
2015,Alpine,2015-06-22T12:05:00Z,2015-06-19T19:00:00Z
2016,Monterey,2016-10-13T11:30:00Z,2016-07-22T08:48:00Z
2016,Kern,2016-07-11T09:40:00Z,2016-06-23T15:51:00Z
2016,San Luis Obispo,2016-09-06T07:30:00Z,2016-08-13T16:03:00Z
2016,San Bernardino,2016-08-23T07:45:00Z,2016-08-16T10:44:00Z
2016,Siskiyou,2016-08-28T18:15:00Z,2016-08-27T18:00:00Z
2016,Santa Barbara,2016-09-15T15:20:00Z,2016-08-18T17:57:00Z
2016,Kern,2016-10-01T06:00:00Z,2016-08-16T16:35:00Z
2016,Santa Barbara,2016-09-27T14:00:00Z,2016-09-17T17:20:00Z
2016,San Bernardino,2016-08-16T08:00:00Z,2016-08-07T12:18:00Z
2016,San Diego,2016-06-30T18:30:00Z,2016-06-19T11:03:00Z
2016,Santa Barbara,2016-07-12T14:30:00Z,2016-06-15T15:21:00Z
2016,Fresno,2016-08-18T19:00:00Z,2016-08-09T13:08:00Z
2016,Yolo,2016-08-12T15:00:00Z,2016-08-02T16:36:00Z
2016,El Dorado,2016-07-18T09:50:00Z,2016-06-28T13:55:00Z
2016,Placer,2016-07-18T09:50:00Z,2016-06-28T13:55:00Z
2016,Inyo,2016-09-18T08:10:00Z,2016-09-17T13:49:00Z
2016,Los Angeles,2018-04-23T15:07:00Z,2016-06-20T13:59:00Z
2016,Los Angeles,2016-11-14T14:00:00Z,2016-11-14T05:45:00Z
2016,Santa Clara,2017-09-19T10:30:00Z,2016-09-26T14:42:00Z
2016,Tulare,2016-12-19T13:30:00Z,2016-10-29T11:15:00Z
2016,Lake,2016-08-26T18:00:00Z,2016-08-13T18:03:00Z
2016,Monterey,2016-05-25T18:15:00Z,2016-05-22T15:27:00Z
2016,San Luis Obispo,2016-05-20T18:00:00Z,2016-05-18T14:27:00Z
2016,Fresno,2016-07-05T07:05:00Z,2016-07-01T17:16:00Z
2016,Siskiyou,2016-11-08T10:15:00Z,2016-06-07T02:45:00Z
2016,Mono,2016-08-07T19:14:00Z,2016-08-04T14:09:00Z
2016,Modoc,2016-10-13T11:30:00Z,2016-09-17T14:37:00Z
2016,Lassen,2016-09-22T07:00:00Z,2016-09-11T11:33:00Z
2016,Monterey,2016-06-20T08:30:00Z,2016-06-04T14:33:00Z
2016,Ventura,2016-06-30T16:55:00Z,2016-06-30T16:55:00Z
2016,Fresno,2016-08-09T18:30:00Z,2016-07-30T16:40:00Z
2016,Fresno,2016-10-20T07:00:00Z,2016-10-11T12:58:00Z
2016,Kern,2016-07-08T19:00:00Z,2016-07-01T14:05:00Z
2016,Sonoma,2016-09-29T17:00:00Z,2016-09-25T10:43:00Z
2016,Riverside,2016-09-02T18:10:00Z,2016-08-30T12:25:00Z
2016,Merced,2016-06-26T18:50:00Z,2016-06-25T23:45:00Z
2016,San Diego,2016-07-30T14:15:00Z,2016-07-21T16:06:00Z
2016,Los Angeles,2016-07-16T12:00:00Z,2016-07-09T12:04:00Z
2016,Tuolumne,2016-10-04T22:00:00Z,2016-09-26T12:20:00Z
2016,Butte,2016-09-12T14:51:00Z,2016-09-05T16:28:00Z
2016,Siskiyou,2016-08-30T06:45:00Z,2016-08-24T14:55:00Z
2016,Mono,2016-07-09T08:30:00Z,2016-06-25T06:30:00Z
2016,Humboldt,2016-09-04T06:55:00Z,2016-08-22T16:03:00Z
2016,Kern,2016-07-10T19:37:00Z,2016-07-08T11:15:00Z
2016,Butte,2016-08-03T08:00:00Z,2016-08-02T14:35:00Z
2016,Kern,2016-08-29T10:30:00Z,2016-08-26T10:10:00Z
2016,Tehama,2016-07-04T07:45:00Z,2016-06-30T13:32:00Z
2016,Calaveras,2016-08-31T18:50:00Z,2016-08-28T13:07:00Z
2016,Shasta,2016-07-12T07:00:00Z,2016-07-08T22:45:00Z
2016,Yuba,2016-08-18T21:30:00Z,2016-08-18T15:35:00Z
2016,Tulare,2016-11-08T10:15:00Z,2016-08-22T22:00:00Z
2016,Modoc,2016-09-14T18:00:00Z,2016-09-11T14:15:00Z
2016,Amador,2016-06-29T07:30:00Z,2016-06-28T19:02:00Z
2016,Tehama,2016-09-13T14:30:00Z,2016-09-13T23:10:00Z
2016,Calaveras,2016-07-16T18:30:00Z,2016-07-12T13:14:00Z
2016,Calaveras,2016-07-08T19:32:00Z,2016-07-02T14:55:00Z
2016,Kern,2016-09-21T09:30:00Z,2016-09-19T14:13:00Z
2016,Kern,2016-08-28T18:50:00Z,2016-08-28T18:50:00Z
2016,Sutter,2016-09-20T18:00:00Z,2016-09-20T09:30:00Z
2016,Fresno,2016-05-25T08:00:00Z,2016-05-25T01:03:00Z
2016,Yolo,2016-06-27T06:15:00Z,2016-06-26T15:45:00Z
2016,Plumas,2016-10-06T17:15:00Z,2016-09-26T13:23:00Z
2016,San Benito,2016-06-20T06:00:00Z,2016-06-17T14:30:00Z
2016,Kern,2016-07-14T12:00:00Z,2016-07-13T17:08:00Z
2016,Santa Barbara,2016-09-27T14:00:00Z,2016-09-22T14:20:00Z
2016,Lake,2016-06-28T20:00:00Z,2016-06-26T16:00:00Z
2016,Alameda,2016-06-26T07:00:00Z,2016-06-25T16:11:00Z
2016,Amador,2016-06-21T18:30:00Z,2016-06-17T14:54:00Z
2016,Fresno,2016-07-13T17:30:00Z,2016-07-11T14:30:00Z
2016,El Dorado,2016-10-17T11:45:00Z,2016-10-14T01:28:00Z
2016,Riverside,2016-07-15T08:00:00Z,2016-07-12T15:20:00Z
2016,Placer,2016-05-19T18:00:00Z,2016-05-17T15:06:00Z
2016,Fresno,2016-09-06T18:15:00Z,2016-09-03T14:44:00Z
2016,Los Angeles,2016-05-25T18:45:00Z,2016-05-23T14:15:00Z
2016,Fresno,2016-04-29T17:15:00Z,2016-04-28T17:45:00Z
2016,Del Norte,2016-09-17T18:00:00Z,2016-09-13T13:55:00Z
2016,Orange,2016-09-05T06:55:00Z,2016-08-31T04:10:00Z
2016,San Luis Obispo,2016-05-10T18:45:00Z,2016-05-10T16:11:00Z
2016,San Joaquin,2016-08-20T18:45:00Z,2016-08-20T08:35:00Z
2016,Fresno,2016-07-07T19:00:00Z,2016-07-04T17:15:00Z
2016,Stanislaus,2016-08-04T20:00:00Z,2016-08-04T15:45:00Z
2016,Riverside,2016-06-07T18:15:00Z,2016-06-04T11:40:00Z
2016,Kern,2016-07-16T07:40:00Z,2016-07-15T23:55:00Z
2016,Fresno,2016-05-17T19:10:00Z,2016-05-15T16:38:00Z
2016,Butte,2016-09-23T10:30:00Z,2016-09-22T11:45:00Z
2016,Fresno,2016-07-16T18:00:00Z,2016-07-15T16:45:00Z
2016,Mono,2016-08-07T19:33:00Z,2016-08-05T15:45:00Z
2016,Stanislaus,2016-06-09T17:10:00Z,2016-06-07T16:30:00Z
2016,Santa Clara,2016-07-31T18:30:00Z,2016-07-30T17:25:00Z
2016,Butte,2016-06-20T19:50:00Z,2016-06-20T16:38:00Z
2016,Madera,2016-07-06T20:00:00Z,2016-07-04T11:53:00Z
2016,Shasta,2016-09-25T13:15:00Z,2016-09-25T07:15:00Z
2016,Santa Clara,2016-08-18T19:50:00Z,2016-08-17T15:19:00Z
2016,Kern,2016-08-07T20:15:00Z,2016-08-04T17:10:00Z
2016,Stanislaus,2016-08-04T07:45:00Z,2016-08-03T16:08:00Z
2016,Monterey,2016-07-23T08:45:00Z,2016-07-22T15:15:00Z
2016,San Diego,2016-07-20T13:45:00Z,2016-07-18T13:08:00Z
2016,San Benito,2016-07-10T19:30:00Z,2016-07-09T12:43:00Z
2016,Butte,2016-05-27T17:00:00Z,2016-05-27T13:43:00Z
2016,Butte,2016-08-30T18:40:00Z,2016-08-26T15:30:00Z
2016,Tehama,2016-07-01T17:45:00Z,2016-07-01T13:54:00Z
2016,Placer,2016-06-21T15:45:00Z,2016-06-21T12:24:00Z
2016,Sacramento,2016-07-11T06:35:00Z,2016-07-10T15:30:00Z
2016,San Luis Obispo,2016-06-29T17:00:00Z,2016-06-27T12:07:00Z
2016,Madera,2016-08-06T19:50:00Z,2016-08-04T14:13:00Z
2016,Tuolumne,2016-06-01T19:45:00Z,2016-05-30T15:10:00Z
2016,Yolo,2016-07-15T15:40:00Z,2016-07-15T14:00:00Z
2016,Calaveras,2016-06-16T10:00:00Z,2016-06-15T12:46:00Z
2016,San Benito,2016-06-12T15:45:00Z,2016-06-12T12:45:00Z
2016,Tehama,2016-08-04T07:50:00Z,2016-08-03T17:27:00Z
2016,Madera,2016-07-25T19:20:00Z,2016-07-21T12:53:00Z
2016,Tehama,2016-06-11T16:15:00Z,2016-06-11T14:30:00Z
2016,Ventura,2016-07-15T14:00:00Z,2016-07-13T15:52:00Z
2016,Shasta,2016-09-12T19:00:00Z,2016-09-10T15:45:00Z
2016,Fresno,2016-09-24T20:00:00Z,2016-09-23T12:40:00Z
2016,Monterey,2016-06-20T18:15:00Z,2016-06-18T16:47:00Z
2016,San Diego,2016-06-07T06:45:00Z,2016-05-31T13:48:00Z
2016,Lake,2016-07-22T18:15:00Z,2016-07-19T17:16:00Z
2016,Napa,2016-10-12T18:00:00Z,2016-10-10T16:13:00Z
2016,Kern,2016-06-12T12:30:00Z,2016-06-11T15:04:00Z
2016,Solano,2016-07-22T16:07:00Z,2016-07-22T13:01:00Z
2016,Calaveras,2016-07-22T19:00:00Z,2016-07-21T15:06:00Z
2016,Siskiyou,2016-05-21T19:00:00Z,2016-05-19T15:37:00Z
2016,Monterey,2016-06-24T18:20:00Z,2016-06-23T17:57:00Z
2016,Mendocino,2016-09-15T09:10:00Z,2016-09-10T14:06:00Z
2016,San Bernardino,2016-09-09T06:00:00Z,2016-09-07T16:53:00Z
2016,El Dorado,2016-07-23T18:00:00Z,2016-07-22T13:15:00Z
2016,Ventura,2016-04-30T07:00:00Z,2016-04-28T19:00:00Z
2016,Butte,2016-06-21T16:30:00Z,2016-06-21T15:09:00Z
2016,Nevada,2016-09-20T18:00:00Z,2016-09-17T13:40:00Z
2016,Orange,2016-06-29T18:30:00Z,2016-06-26T13:10:00Z
2016,Amador,2016-09-25T17:45:00Z,2016-09-23T13:12:00Z
2016,Lake,2016-08-10T17:00:00Z,2016-08-09T17:30:00Z
2016,Ventura,2016-07-01T19:50:00Z,2016-07-01T14:00:00Z
2016,Tehama,2016-06-21T13:00:00Z,2016-06-21T10:26:00Z
2016,Kern,2016-06-04T17:00:00Z,2016-05-30T17:57:00Z
2016,Lassen,2016-08-01T19:40:00Z,2016-07-30T16:25:00Z
2016,Sacramento,2016-09-12T19:00:00Z,2016-09-11T11:25:00Z
2016,Riverside,2016-08-29T15:00:00Z,2016-08-28T15:23:00Z
2016,Contra Costa,2016-07-24T19:00:00Z,2016-07-24T16:30:00Z
2016,Nevada,1969-12-31T16:00:00Z,2016-09-07T15:09:00Z
2016,Madera,2016-07-31T18:55:00Z,2016-07-29T17:55:00Z
2016,Mendocino,2016-08-31T07:15:00Z,2016-08-30T13:35:00Z
2016,Lake,2016-08-10T17:00:00Z,2016-08-09T18:50:00Z
2016,San Diego,2016-08-11T18:30:00Z,2016-08-10T09:14:00Z
2016,Shasta,2016-08-10T17:00:00Z,2016-08-09T12:14:00Z
2016,Butte,2016-07-29T15:10:00Z,2016-07-28T14:27:00Z
2016,Calaveras,2016-07-13T19:00:00Z,2016-07-12T15:19:00Z
2016,Calaveras,2016-06-30T07:00:00Z,2016-06-27T18:00:00Z
2016,Siskiyou,2016-09-13T18:30:00Z,2016-09-12T16:28:00Z
2016,Tuolumne,2016-08-01T08:05:00Z,2016-07-30T17:25:00Z
2016,Sacramento,2016-06-03T19:55:00Z,2016-06-03T16:57:00Z
2016,Butte,2016-09-19T18:30:00Z,2016-09-16T23:28:00Z
2016,Inyo,2016-07-02T20:00:00Z,2016-07-01T12:56:00Z
2016,San Benito,2016-06-03T17:30:00Z,2016-06-03T17:39:00Z
2016,Butte,2016-05-29T19:53:00Z,2016-05-29T16:51:00Z
2016,Merced,2016-04-24T15:30:00Z,2016-04-24T11:10:00Z
2016,San Diego,2016-11-14T18:00:00Z,2016-11-13T11:14:00Z
2016,San Diego,2016-07-24T14:30:00Z,2016-07-22T14:47:00Z
2016,Amador,2016-08-06T10:06:00Z,2016-08-05T13:49:00Z
2016,Siskiyou,2016-07-20T09:00:00Z,2016-07-19T14:09:00Z
2016,Santa Clara,2016-09-02T06:55:00Z,2016-09-01T14:36:00Z
2016,Santa Clara,2016-08-14T19:50:00Z,2016-08-12T16:00:00Z
2016,El Dorado,2016-08-07T19:18:00Z,2016-08-06T15:00:00Z
2016,Lake,2016-07-31T18:50:00Z,2016-07-29T14:55:00Z
2016,El Dorado,2016-06-04T15:30:00Z,2016-06-03T12:41:00Z
2016,Monterey,2016-05-12T20:45:00Z,2016-05-12T14:13:00Z
2016,Shasta,2016-06-12T15:00:00Z,2016-06-11T16:02:00Z
2016,Humboldt,2016-08-16T08:45:00Z,2016-08-11T14:57:00Z
2016,Siskiyou,2016-07-22T12:00:00Z,2016-07-21T20:30:00Z
2016,Humboldt,2016-08-19T08:30:00Z,2016-08-12T17:23:00Z
2016,San Bernardino,2016-09-04T18:55:00Z,2016-09-03T21:51:00Z
2016,Lake,2016-08-31T07:05:00Z,2016-08-30T16:54:00Z
2016,Ventura,2016-05-13T22:30:00Z,2016-05-12T14:13:00Z
2016,Amador,2016-08-31T07:05:00Z,2016-08-30T16:52:00Z
2016,Ventura,2016-07-12T10:30:00Z,2016-07-11T12:58:00Z
2016,Tehama,2016-07-26T19:25:00Z,2016-07-25T16:55:00Z
2016,Shasta,2016-05-25T20:00:00Z,2016-05-25T16:51:00Z
2016,Tulare,2016-12-19T13:30:00Z,2016-10-20T17:00:00Z
2016,Alpine,2016-08-30T12:05:00Z,2016-08-18T12:05:00Z
2016,Los Angeles,2016-08-09T17:15:00Z,2016-07-22T14:11:00Z
2016,San Luis Obispo,2016-06-19T08:30:00Z,2016-06-04T17:46:00Z
2016,Los Angeles,2016-06-13T12:30:00Z,2016-06-04T16:09:00Z
2016,Tulare,2016-06-19T18:00:00Z,2016-06-01T15:35:00Z
2016,Los Angeles,2016-04-19T15:30:00Z,2016-04-19T13:09:00Z
2017,Santa Barbara,2019-03-14T11:24:00Z,2017-12-04T18:28:00Z
2017,Ventura,2019-03-14T11:24:00Z,2017-12-04T18:28:00Z
2017,Lassen,2018-01-09T11:52:00Z,2017-07-11T14:15:00Z
2017,Modoc,2018-01-09T12:05:00Z,2017-07-24T12:00:00Z
2017,Mariposa,2018-01-09T11:57:00Z,2017-07-16T15:56:00Z
2017,Siskiyou,2018-01-09T12:43:00Z,2017-08-15T07:55:00Z
2017,Napa,2018-02-09T09:30:00Z,2017-10-08T22:00:00Z
2017,Sonoma,2018-02-09T09:30:00Z,2017-10-08T22:00:00Z
2017,Napa,2018-02-09T09:37:00Z,2017-10-08T21:52:00Z
2017,Solano,2018-02-09T09:37:00Z,2017-10-08T21:52:00Z
2017,Kings,2018-01-09T11:51:00Z,2017-07-09T15:10:00Z
2017,Siskiyou,2018-01-09T12:42:00Z,2017-08-14T14:00:00Z
2017,Napa,2018-02-09T09:27:00Z,2017-10-08T21:45:00Z
2017,Sonoma,2018-02-09T09:27:00Z,2017-10-08T21:45:00Z
2017,Tulare,2018-01-09T12:47:00Z,2017-08-29T08:29:00Z
2017,Mendocino,2018-02-09T08:56:00Z,2017-10-08T23:36:00Z
2017,San Luis Obispo,2018-01-09T11:46:00Z,2017-07-06T15:44:00Z
2017,Siskiyou,2018-01-09T12:07:00Z,2017-07-26T18:00:00Z
2017,Trinity,2018-01-09T12:49:00Z,2017-08-30T18:00:00Z
2017,Tulare,2018-01-09T13:27:00Z,2017-09-27T14:00:00Z
2017,Lassen,2018-01-09T12:48:00Z,2017-08-30T08:30:00Z
2017,Santa Barbara,2018-01-09T11:49:00Z,2017-07-08T13:43:00Z
2017,Sonoma,2018-02-09T09:32:00Z,2017-10-09T03:30:00Z
2017,Tulare,2018-01-09T11:01:00Z,2017-06-24T16:16:00Z
2017,Los Angeles,2018-08-06T10:52:00Z,2017-12-05T03:44:00Z
2017,Trinity,2018-01-09T13:21:00Z,2017-09-12T17:42:00Z
2017,Madera,2018-01-09T12:46:00Z,2017-08-29T12:19:00Z
2017,Fresno,2018-01-09T10:04:00Z,2017-05-18T13:11:00Z
2017,Yuba,2018-02-09T09:39:00Z,2017-10-08T23:03:00Z
2017,Orange,2018-04-05T10:47:00Z,2017-10-09T09:51:00Z
2017,Mono,2018-01-09T12:47:00Z,2017-08-29T15:15:00Z
2017,Butte,2018-02-09T09:48:00Z,2017-10-08T21:45:00Z
2017,Mariposa,2018-01-09T12:16:00Z,2017-08-01T08:45:00Z
2017,Modoc,2018-01-09T12:18:00Z,2017-08-03T14:00:00Z
2017,Los Angeles,2018-01-09T12:49:00Z,2017-09-01T13:26:00Z
2017,Mariposa,2018-01-09T12:39:00Z,2017-08-14T14:28:00Z
2017,Riverside,2018-01-09T11:08:00Z,2017-06-26T15:10:00Z
2017,Butte,2018-02-09T09:50:00Z,2017-10-09T00:57:00Z
2017,Los Angeles,2018-01-18T09:58:00Z,2017-12-05T11:31:00Z
2017,Lassen,2018-01-09T12:47:00Z,2017-08-29T14:36:00Z
2017,Butte,2018-01-09T11:47:00Z,2017-07-07T14:52:00Z
2017,Fresno,2018-01-09T09:51:00Z,2017-04-20T15:40:00Z
2017,Stanislaus,2018-01-09T12:15:00Z,2017-07-31T13:44:00Z
2017,Trinity,2018-01-09T12:27:00Z,2017-08-07T22:30:00Z
2017,Plumas,2018-01-09T12:08:00Z,2017-07-29T18:55:00Z
2017,San Diego,2018-01-09T13:47:00Z,2017-12-07T11:15:00Z
2017,Butte,2018-08-30T15:27:00Z,2017-08-29T13:16:00Z
2017,Riverside,2018-01-09T12:50:00Z,2017-09-02T13:33:00Z
2017,Siskiyou,2018-01-09T12:26:00Z,2017-08-07T17:45:00Z
2017,Kern,2018-01-09T11:46:00Z,2017-07-07T09:18:00Z
2017,Orange,2018-03-28T11:36:00Z,2017-09-25T13:03:00Z
2017,Plumas,2018-01-09T13:18:00Z,2017-09-05T18:38:00Z
2017,Kings,2018-01-09T12:44:00Z,2017-08-24T18:13:00Z
2017,Tulare,2018-01-09T12:17:00Z,2017-08-02T18:00:00Z
2017,Tulare,2018-01-09T12:15:00Z,2017-07-30T17:43:00Z
2017,Yolo,2018-01-09T11:45:00Z,2017-07-06T12:41:00Z
2017,Lake,2018-02-09T09:29:00Z,2017-10-08T23:59:00Z
2017,San Diego,2018-01-09T10:06:00Z,2017-05-20T23:19:00Z
2017,Sonoma,2018-01-09T13:33:00Z,2017-10-09T01:00:00Z
2017,Monterey,2018-01-09T11:50:00Z,2017-07-08T18:30:00Z
2017,San Luis Obispo,2018-01-09T11:50:00Z,2017-07-08T18:30:00Z
2017,Merced,2018-01-09T09:56:00Z,2017-05-12T15:30:00Z
2017,Stanislaus,2018-01-09T12:50:00Z,2017-09-03T16:23:00Z
2017,Sonoma,2018-01-09T13:34:00Z,2017-10-09T14:00:00Z
2017,Fresno,2018-01-09T11:58:00Z,2017-07-17T13:15:00Z
2017,Kern,2018-01-09T11:45:00Z,2017-07-06T12:29:00Z
2017,San Luis Obispo,2018-01-09T11:08:00Z,2017-06-26T15:27:00Z
2017,Fresno,2018-01-09T11:41:00Z,2017-07-02T22:28:00Z
2017,Kern,2018-01-09T10:41:00Z,2017-06-18T14:22:00Z
2017,San Bernardino,2018-01-09T11:00:00Z,2017-06-19T15:05:00Z
2017,Madera,2018-01-09T10:30:00Z,2017-06-10T13:19:00Z
2017,Kern,2018-01-09T12:14:00Z,2017-07-30T16:17:00Z
2017,Riverside,2018-01-09T09:53:00Z,2017-04-30T15:23:00Z
2017,Kern,2018-01-09T12:50:00Z,2017-09-01T14:37:00Z
2017,Sacramento,2018-01-09T12:06:00Z,2017-07-26T14:45:00Z
2017,Kern,2018-01-09T11:16:00Z,2017-06-30T13:49:00Z
2017,San Diego,2018-01-09T13:41:00Z,2017-10-17T10:19:00Z
2017,Kern,2018-01-09T11:59:00Z,2017-07-18T11:45:00Z
2017,Riverside,2018-01-09T12:38:00Z,2017-08-13T16:10:00Z
2017,Madera,2018-01-09T13:18:00Z,2017-09-03T13:06:00Z
2017,Plumas,2018-01-09T12:20:00Z,2017-08-06T15:32:00Z
2017,San Diego,2018-01-09T10:17:00Z,2017-05-25T18:15:00Z
2017,Shasta,2018-01-09T13:21:00Z,2017-09-12T06:58:00Z
2017,Fresno,2018-01-09T09:52:00Z,2017-04-28T15:40:00Z
2017,Mendocino,2018-01-09T11:56:00Z,2017-07-16T14:51:00Z
2017,Yuba,2018-01-09T12:43:00Z,2017-08-20T14:44:00Z
2017,Riverside,2018-01-09T13:45:00Z,2017-10-26T12:34:00Z
2017,Lassen,2018-01-09T12:21:00Z,2017-08-06T19:52:00Z
2017,Nevada,2018-02-09T09:51:00Z,2017-10-09T00:01:00Z
2017,Los Angeles,2018-01-09T10:34:00Z,2017-06-17T13:55:00Z
2017,San Luis Obispo,2018-01-09T12:36:00Z,2017-08-11T16:06:00Z
2017,Los Angeles,2018-01-09T11:08:00Z,2017-06-25T12:47:00Z
2017,Sierra,2018-01-09T11:51:00Z,2017-07-10T13:02:00Z
2017,Tuolumne,2018-01-09T12:09:00Z,2017-07-29T13:50:00Z
2017,Mariposa,2018-01-09T12:51:00Z,2017-09-03T13:10:00Z
2017,San Bernardino,2018-01-09T11:09:00Z,2017-06-27T15:22:00Z
2017,Mariposa,2018-01-09T11:10:00Z,2017-06-28T15:49:00Z
2017,Modoc,2018-01-09T11:10:00Z,2017-06-28T13:50:00Z
2017,Riverside,2018-01-09T12:42:00Z,2017-08-14T15:45:00Z
2017,Lassen,2018-01-09T12:20:00Z,2017-08-06T15:29:00Z
2017,Kern,2018-01-09T10:07:00Z,2017-05-20T14:23:00Z
2017,San Diego,2018-01-09T10:06:00Z,2017-05-19T14:45:00Z
2017,Siskiyou,2018-01-09T11:44:00Z,2017-07-05T11:05:00Z
2017,San Luis Obispo,2018-01-09T12:17:00Z,2017-08-02T10:15:00Z
2017,San Bernardino,2018-04-12T14:52:00Z,2017-07-14T14:23:00Z
2017,Fresno,2018-01-09T10:30:00Z,2017-06-11T17:15:00Z
2017,Santa Barbara,2018-01-09T13:28:00Z,2017-09-29T14:42:00Z
2017,Madera,2018-01-09T13:21:00Z,2017-09-18T16:04:00Z
2017,El Dorado,2018-01-09T13:36:00Z,2017-10-13T13:16:00Z
2017,Los Angeles,2018-01-23T08:11:00Z,2017-12-06T06:31:00Z
